sample_ID,Bacteria;Abditibacteriota;Abditibacteria,Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Acidobacteriota;Subgroup 19,Bacteria;Acidobacteriota;Vicinamibacteria,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Chloroflexi;Chloroflexia,Bacteria;Cyanobacteria;Cyanobacteriia,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Desulfobacterota;Syntrophia,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;Syntrophomonadia,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Gracilibacteria,Bacteria;Patescibacteria;Parcubacteria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,label
H25790,0,0,0,0,0,0,10,274,0,6472,0,0,0,0,0,0,0,0,52,0,0,0,0,0,1142,11639,2,0,0,471,0,0,0,0,0,0,0,0,5,0,2169,0,0,0,0,0,1
H25798,0,0,0,0,0,0,1,229,0,9521,0,0,0,0,0,0,0,0,3,0,0,0,0,0,252,3694,2,0,0,10273,0,0,0,0,0,0,0,0,2,0,118,0,0,0,0,0,0
H18147,0,0,0,0,0,0,0,71,0,4858,0,0,0,0,0,0,0,0,34,0,0,0,0,0,32,4197,0,0,0,592,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,1
H32777,0,0,0,0,0,0,16,1218,0,3814,0,0,0,0,0,0,7,0,0,0,0,0,0,0,702,7859,0,0,0,1754,0,0,3,0,0,0,0,0,10,1,35,0,0,0,0,0,1
H27372,0,0,0,0,0,0,2,1217,0,9263,0,0,0,0,0,0,0,0,259,0,0,0,0,0,1133,14360,15,0,0,1080,0,0,0,0,0,0,0,0,0,0,6979,0,0,0,0,9,0
H25788,0,0,0,0,0,0,13,205,0,8327,0,0,0,0,0,0,1,0,90,0,0,0,0,0,114,6858,0,0,0,287,0,0,0,0,0,0,0,0,11,0,1086,0,0,0,0,0,1
H25776,0,0,0,0,0,0,8,134,0,6747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,4914,0,0,0,1057,0,0,0,5,0,0,0,0,0,0,2180,0,0,0,0,0,1
H31083,0,0,0,0,0,0,0,792,0,7182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,7997,0,0,0,753,0,0,0,0,0,0,0,0,1,0,343,0,0,0,0,0,0
H34153,0,0,0,0,0,0,30,185,0,11490,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2092,6959,0,0,0,114,0,0,58,0,0,0,0,0,5,0,1749,0,0,0,0,5,1
H26583,0,0,0,0,0,0,8,262,0,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4056,2228,0,0,0,2997,0,0,1,0,0,0,0,0,3,0,61,0,0,0,0,0,0
H26752,0,0,0,0,0,0,7,105,0,7207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,524,3425,2,0,0,185,0,0,1,0,0,0,0,0,0,0,144,0,0,0,0,2,0
H27079,0,0,0,0,0,0,5,100,0,4396,0,0,0,0,0,0,0,0,3,0,0,0,0,0,611,23344,0,5,0,295,0,0,0,0,0,0,0,0,4,0,220,0,0,0,0,0,1
H27138,0,0,0,0,0,0,2,40,0,11155,0,0,0,0,0,0,0,0,9,0,0,0,0,0,218,7435,0,1,0,5886,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,4,0
H28050,0,0,0,0,0,0,14,208,0,2256,0,0,4,0,0,0,54,0,2,0,0,0,0,0,1996,19603,0,0,0,1194,0,0,0,0,0,0,0,0,0,0,3859,0,0,0,0,0,0
H30992,0,0,0,0,0,0,2,19,0,14783,0,0,1,0,0,0,0,0,8,0,0,0,0,0,116,7648,0,0,0,2609,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0,1,1
H31091,0,0,0,0,0,0,2,215,0,7100,0,0,0,0,0,0,50,0,57,0,0,0,0,0,154,5585,0,1,0,989,0,0,2,0,0,0,0,0,1,3,1173,0,0,2,0,6,0
H27199,0,0,0,0,0,0,5,55,0,12268,0,0,12,0,0,0,2822,0,50,0,0,0,0,0,266,9047,0,0,0,66,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,2,1
H28016,0,0,0,0,0,0,24,1240,0,4811,0,0,0,0,0,0,139,0,0,0,0,0,0,0,795,15730,2,0,0,749,0,0,0,0,0,0,0,0,0,0,3009,0,0,0,0,0,0
H26566,0,0,0,0,0,0,2,39,0,3778,0,0,0,0,0,0,11,0,49,0,0,0,0,0,235,3403,5,1,0,438,0,0,0,0,0,0,0,0,1,0,359,0,0,0,0,3,1
H27997,0,0,0,0,0,0,11,502,0,12879,0,0,0,0,0,0,0,0,120,1,0,0,0,0,860,11041,28,0,0,135,0,16,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,1
H18326,0,0,0,0,0,0,13,652,0,6859,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1050,6659,0,0,0,1801,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0
H18389,0,0,0,0,0,0,34,604,0,3422,0,0,0,0,0,0,0,0,6,0,0,0,0,0,598,6512,12,0,0,785,0,0,0,0,0,0,0,0,1,0,2021,0,0,0,0,1,1
H18114,0,0,0,0,0,0,33,577,0,11565,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1229,5091,0,0,0,2697,0,0,6,0,0,0,0,0,0,0,1655,0,0,0,0,0,0
H27967,0,0,0,0,0,0,0,31,0,10607,0,0,0,0,0,0,0,0,23,0,0,0,0,0,246,2821,0,0,0,0,0,0,0,3,0,0,0,0,0,0,334,0,0,0,0,0,1
H18277,0,0,0,0,0,0,20,201,0,2595,0,0,0,0,0,0,2,0,31,0,0,0,0,0,422,10701,0,0,0,2035,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0
H30968,0,0,0,0,0,0,31,494,0,10224,0,0,0,0,0,0,0,0,99,0,0,0,0,0,315,4689,0,1,0,842,0,0,0,0,0,0,0,0,0,0,4449,0,0,0,0,0,0
H21525,0,0,0,0,0,0,6,325,0,2009,0,0,0,0,0,0,0,0,9,0,0,0,0,0,792,2414,0,0,0,643,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
H25768,0,0,0,0,0,0,4,2012,0,8082,0,0,0,0,0,0,3,0,109,0,0,0,0,0,336,6749,0,0,0,209,0,0,0,0,0,0,0,0,0,0,2236,0,0,0,0,13,1
H27290,0,0,0,0,0,0,3,135,0,6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,9705,0,0,0,2172,0,0,0,0,0,0,0,0,4,0,12645,0,0,0,0,0,0
H27201,0,0,0,0,0,0,13,953,0,14437,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1407,7926,0,0,0,6117,0,0,1,0,0,0,0,0,0,0,5727,0,0,0,0,0,1
H18192,0,0,0,0,0,0,5,116,0,3828,0,0,0,0,0,0,57,0,56,0,0,0,0,0,89,2568,0,0,0,6254,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0
H26727,0,0,0,0,0,0,14,153,0,6693,0,0,0,0,0,0,0,0,14,0,0,0,0,0,576,4503,0,0,0,165,0,0,0,0,0,0,0,0,1,0,176,0,0,0,0,0,1
H18327,0,0,0,0,0,0,4,65,0,5824,0,0,0,0,0,0,0,0,139,0,0,0,0,0,800,5976,0,0,0,1957,0,0,1,3,0,0,0,0,0,0,2692,0,0,0,0,0,1
H27405,0,0,0,0,0,0,2,180,0,16561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,9302,0,0,0,118,0,0,0,0,0,0,0,0,8,0,7857,0,0,0,0,0,0
H32730,0,0,0,0,0,0,9,401,0,5275,0,0,0,0,0,0,37,0,2,0,0,0,0,0,1345,5562,0,0,0,411,0,0,0,0,0,0,0,0,3,0,13964,0,0,0,0,0,1
H18261,0,0,0,0,0,0,1,62,0,4158,0,0,0,0,0,0,0,0,27,0,0,0,0,0,194,4287,0,0,0,6442,0,0,0,0,0,0,0,0,10,0,546,0,0,0,0,0,0
H26825,0,0,0,0,0,0,3,65,0,3081,0,0,0,0,0,0,0,0,17,0,0,0,0,0,132,3210,0,0,0,2022,0,0,0,1,0,0,0,0,0,1,2039,0,0,0,0,0,0
H18332,0,0,0,0,0,0,5,142,0,5045,0,0,0,0,0,0,0,0,37,0,0,0,0,0,552,6461,0,0,0,333,0,0,0,0,0,0,0,0,1,1,67,0,0,0,0,0,0
H26888,0,0,0,0,0,0,3,148,0,9302,0,0,0,0,0,0,0,0,293,0,0,0,0,0,469,7435,0,0,0,126,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,1
H26016,0,0,0,0,0,0,4,81,0,7199,0,0,0,0,0,0,0,0,6,0,0,0,0,0,185,6913,0,0,0,145,0,0,0,0,0,0,0,0,0,4,1870,0,0,0,0,0,0
H31044,0,0,0,0,0,0,16,216,0,15869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,7946,0,0,0,1200,0,0,0,0,0,0,0,0,3,0,2051,0,0,0,0,0,1
H26929,0,0,0,0,0,0,0,65,0,5375,0,0,0,0,0,0,0,0,8,1,0,0,0,0,411,3786,9,1,0,1893,0,0,0,0,0,0,0,0,1,0,1501,0,0,0,0,0,1
H27192,0,0,0,0,0,0,45,3378,0,1579,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2682,10744,0,0,0,9635,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
H27942,0,0,0,0,0,0,10,399,0,5277,0,0,712,0,0,0,0,0,0,0,0,0,0,0,1029,4566,0,0,0,499,0,0,0,0,0,0,0,0,0,0,4988,0,0,0,0,0,1
H27054,0,0,0,0,0,0,0,113,0,6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,5530,0,0,0,329,0,0,2,0,0,0,0,0,0,0,417,0,0,0,0,0,0
H31115,0,0,0,0,0,0,25,351,0,3920,0,0,0,0,0,0,79,0,4,0,0,0,0,0,1100,11350,0,0,0,7954,0,0,2,0,0,0,0,0,24,0,3937,0,0,0,0,26,1
H26716,0,0,0,0,0,0,2,293,0,2667,0,0,0,0,0,0,4,0,13,0,0,0,0,0,336,4602,15,0,0,1281,0,0,1,2,0,0,0,0,0,0,2146,0,0,0,0,0,1
H32800,0,0,0,0,0,0,6,327,0,7356,0,0,0,0,0,0,5,0,26,0,0,0,0,0,463,5739,11,0,0,234,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,1
H32766,0,0,0,0,0,0,764,889,0,8141,0,0,0,0,0,0,65,0,12,0,0,0,0,0,863,6755,2,0,0,732,0,0,0,0,0,0,0,0,2,0,14380,0,0,0,0,0,1
H25831,0,0,0,0,0,0,11,72,0,8175,0,0,0,0,0,0,0,0,150,0,0,0,0,0,1038,9245,4,3,0,3971,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,1,0
H30945,0,0,0,0,0,0,5,348,0,6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,16767,0,0,0,210,0,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0
H27910,0,0,0,0,0,0,45,63,0,10426,0,0,0,0,0,0,8,0,0,0,0,0,0,0,705,9024,0,0,0,3510,0,0,0,0,0,0,0,0,0,0,10347,0,0,0,0,0,1
H21549,0,0,0,0,0,0,2,87,0,2931,0,0,0,0,0,0,34,0,172,0,0,0,0,0,2390,5240,0,0,0,89,0,3,0,0,0,0,0,0,2,0,134,0,0,0,0,0,0
H27935,0,0,0,0,0,0,24,1024,0,2797,0,0,0,0,0,0,0,0,172,0,0,0,0,0,1544,4986,0,0,0,739,0,0,0,0,0,0,0,0,8,0,2915,0,0,0,0,0,1
H26686,0,0,0,0,0,0,1,46,0,5173,0,0,4,0,0,0,0,0,28,0,0,0,0,0,754,7599,0,3,0,1064,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0
H26031,0,0,0,0,0,0,16,961,0,5566,0,0,0,0,0,0,7,0,13,0,0,0,0,0,721,8486,0,0,0,880,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0
H18198,0,0,0,0,0,0,17,45,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,5638,0,0,0,423,0,0,1,0,0,0,0,0,0,0,2600,0,0,0,0,0,1
H26742,0,0,0,0,0,0,2,13,0,8494,4,0,0,0,0,0,16,0,9,0,0,0,0,0,225,5858,0,0,0,3833,0,0,0,0,0,0,0,0,2,0,1438,0,0,0,0,0,0
H27179,0,0,0,0,0,0,6,82,0,7837,0,0,0,0,0,0,9,0,16,0,0,0,0,0,2028,11919,0,0,0,1201,0,0,3,4,0,0,0,0,0,2,2091,0,0,0,0,12,0
H27409,0,0,0,0,11,0,13,45,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1404,8044,0,0,0,289,0,0,0,0,0,0,0,0,0,11,27320,0,0,0,0,0,1
H32780,0,0,0,0,0,0,7,314,0,7165,0,0,0,0,0,0,2,0,14,0,0,0,0,0,1012,10318,1,0,0,2731,0,0,0,0,0,0,0,0,1,2,1396,0,0,0,0,0,0
H27230,0,0,0,0,0,0,8,211,0,16152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,712,3121,0,0,0,7392,0,0,3,0,0,0,0,0,2,0,2004,0,0,1,0,0,1
H32796,0,0,0,0,0,0,28,328,0,11194,0,0,0,0,0,0,18,0,167,0,0,0,0,0,489,8982,8,0,0,1058,0,0,0,0,0,0,0,0,3,0,1770,0,1,0,0,0,1
H18335,0,0,0,0,0,0,16,124,0,1061,0,0,0,0,0,0,0,0,4,0,0,0,0,0,672,12850,0,0,0,4966,0,0,0,0,0,0,0,0,0,2,319,0,0,0,0,0,0
H27198,0,0,0,0,0,0,4,45,0,7637,0,0,0,0,0,0,35,0,3,0,0,0,0,0,832,10891,10,0,0,1589,0,0,0,0,0,0,0,0,1,0,796,31,0,1,0,2,0
H26015,0,0,0,0,0,0,6,59,0,5796,0,0,1,0,0,0,0,0,14,0,0,0,0,0,866,4696,0,0,0,413,0,0,0,0,0,0,0,0,0,0,6722,0,0,0,0,0,1
H31038,0,0,0,0,0,0,19,248,0,13340,0,0,0,0,0,0,160,0,20,0,0,0,0,0,418,7739,0,0,0,7715,0,0,0,0,0,0,0,0,0,1,1097,0,0,0,0,0,0
H27163,0,0,0,0,0,0,3,175,0,10992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,9251,0,0,0,736,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,0,10,0
H25941,0,0,0,0,0,0,5,18,0,17061,0,0,0,0,0,0,7,0,0,0,0,0,0,0,289,12231,0,1,0,1903,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,1
H18379,0,0,0,0,0,0,0,183,0,2165,0,0,1,0,0,0,17,0,3,0,0,0,0,0,1530,4526,1,0,0,26,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,1
H27105,0,0,0,0,0,0,0,5,0,8642,0,0,0,0,0,0,0,0,189,0,0,0,0,0,122,4881,0,0,0,2807,0,0,0,0,0,0,0,0,0,0,2251,0,0,0,0,2,0
H26110,0,0,0,0,0,0,3,304,0,4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,4101,0,0,0,105,0,0,0,0,0,0,0,0,0,0,1132,0,0,0,0,0,1
H27246,0,0,0,0,0,0,13,110,0,7216,0,0,0,0,0,0,0,0,2928,0,0,0,0,0,576,6261,0,0,0,834,0,0,0,0,0,0,0,0,13,0,4240,0,0,0,0,0,0
H32798,0,0,0,0,0,0,20,83,0,15821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,2025,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1417,0,0,0,0,0,1
H25983,0,0,0,0,0,0,4,179,0,5564,0,0,0,0,0,0,15,0,310,0,0,0,0,0,861,5697,0,1,0,475,0,0,0,0,0,0,0,0,1,0,349,0,0,0,0,2,0
H27182,0,0,0,0,0,0,164,419,0,6851,0,0,0,0,0,0,861,0,106,0,0,0,0,0,2343,5968,1,0,0,251,0,0,0,0,0,0,0,0,0,0,13879,0,0,0,0,2,1
H18117,0,0,0,0,0,0,7,186,0,5141,0,1,1,0,0,0,0,0,6,0,0,0,0,0,280,4205,0,0,0,186,0,0,0,0,0,0,0,0,0,3,3224,0,0,0,0,0,1
H25998,0,0,0,0,0,0,39,212,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,5619,0,0,0,1088,0,0,26,0,0,0,0,0,0,0,12106,0,0,1,0,0,0
H26043,0,0,0,0,0,0,0,40,0,3140,0,0,0,0,0,0,0,0,15,0,0,0,0,0,441,8153,0,0,0,4281,0,0,0,0,0,0,0,0,1,0,452,0,0,0,0,0,0
H27931,0,0,0,0,0,0,3,24,0,9657,0,0,0,0,0,0,0,0,66,0,0,0,0,0,1242,5054,0,0,0,1441,0,0,0,1,0,0,0,0,0,0,8420,0,0,0,0,0,0
H18340,0,0,0,0,0,0,2,450,0,6739,0,0,9,0,0,0,1,0,10,0,0,22,0,0,957,7087,2,0,0,925,0,0,1,0,0,0,0,0,1,0,200,0,0,0,0,10,0
H27221,0,0,0,0,0,0,5,86,0,8437,0,0,0,0,0,0,0,0,112,0,0,0,0,0,529,6478,2,1,0,2199,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,2,0
H30946,0,0,0,0,0,0,22,1230,0,3883,0,0,0,0,0,0,140,0,9,0,0,0,0,0,2860,14336,0,0,0,52,0,0,0,0,0,0,0,0,16,0,141,0,0,0,0,0,1
H26013,0,0,0,0,0,0,6,25,0,5061,0,0,0,0,0,0,0,0,8,0,0,0,0,0,280,3395,0,0,0,93,0,0,6,0,0,0,0,0,0,2,228,0,0,0,0,0,1
H27310,0,0,0,0,0,0,4,221,0,6025,0,0,3,0,0,0,0,0,52,0,0,0,0,0,850,12980,0,0,0,454,0,0,0,0,0,0,0,0,3,0,2574,0,0,0,0,0,0
H26725,0,0,0,0,0,0,6,218,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,7563,0,0,0,511,0,0,0,0,0,0,0,0,22,0,131,0,0,0,0,0,0
H25865,0,0,0,0,0,0,10,243,0,7973,0,0,2,0,0,0,0,0,62,0,0,0,0,0,606,14608,0,0,0,318,0,0,1,0,0,0,0,0,0,0,6775,0,0,1,0,8,1
H26740,0,0,0,0,0,0,0,32,0,5080,0,0,0,0,0,0,0,0,5,0,0,0,0,0,206,4480,3,0,0,1250,0,7,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
H26891,0,0,9,0,0,0,10,776,0,15288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3288,0,0,0,221,0,0,32,13,0,0,0,0,0,26,193,0,12,0,0,0,1
H27999,0,0,0,0,0,0,37,1117,0,11453,0,0,0,0,0,0,0,0,14,0,0,0,0,0,732,26808,0,0,0,819,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0
H27343,0,0,0,0,0,0,18,342,0,2035,0,0,0,0,0,0,0,0,5,0,0,0,0,8,2372,17872,0,0,0,35,0,0,0,0,0,0,0,0,7,0,4700,0,0,0,0,0,1
H21536,0,0,0,0,0,0,5,126,0,4391,0,0,0,0,0,0,0,0,373,0,0,0,0,0,1310,3100,0,0,0,156,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,1
H18390,0,0,0,0,0,0,4,315,0,9455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,7197,0,0,0,1759,0,0,0,0,0,0,0,0,1,0,108,0,0,0,0,0,0
H26956,0,0,0,0,0,0,5,8,0,7772,0,0,0,0,0,0,0,0,21,0,0,0,0,0,104,3617,0,0,0,3367,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0
H27195,0,0,0,0,0,0,19,405,0,14938,0,0,0,0,0,0,0,0,195,0,0,0,0,0,4240,11092,7,0,0,221,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,1
H25774,0,0,0,0,0,0,4,85,0,7558,0,0,0,0,0,0,21,0,35,0,0,0,0,0,300,9672,1,0,0,2436,0,0,0,0,0,0,0,0,1,0,441,0,0,0,0,0,1
H26068,0,0,0,0,0,0,37,12,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,5804,0,0,0,3563,0,0,0,0,0,0,0,0,7,0,5297,0,0,0,0,0,1
H28013,0,0,0,0,0,0,13,844,0,12109,0,0,0,0,0,0,0,0,5,1,0,0,0,0,380,16909,0,0,0,5707,0,0,0,0,0,0,0,0,3,0,1089,0,0,0,0,1,1
H26859,0,0,0,0,0,0,0,81,0,1250,0,0,1,0,0,0,2,0,1,0,0,0,0,0,261,5684,0,0,0,338,0,0,0,0,0,0,0,0,0,0,3689,0,0,0,0,0,1
H26872,0,0,0,0,0,0,3,147,0,6090,0,0,0,0,0,0,0,0,5,0,0,0,0,0,518,12031,0,3,0,507,0,0,0,0,0,0,0,0,3,6,82,0,0,0,0,0,1
H27288,0,0,0,0,0,0,4,105,0,2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,13294,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0
H27930,0,0,0,0,0,0,4,204,0,4509,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1871,8486,0,2,0,1126,0,0,0,0,0,0,0,0,1,0,8286,0,0,0,0,9,1
H26072,0,0,0,0,0,0,11,820,0,5658,0,0,0,0,0,0,12,0,60,0,0,0,0,0,1054,3855,0,0,0,393,0,0,0,0,0,0,0,0,0,0,1030,0,0,0,0,3,0
H25778,0,0,0,0,0,0,11,433,0,4370,0,0,0,0,0,0,21,0,12,0,0,0,0,0,1292,7916,2,0,0,1111,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
H27136,0,0,0,0,0,0,9,11,0,10960,0,0,9,0,0,0,0,0,0,0,0,0,0,0,371,6605,0,0,0,3443,0,0,0,0,0,0,0,0,0,0,1778,0,0,0,0,0,1
H26898,0,0,0,0,0,0,4,4,0,6188,0,0,2,0,0,0,4,0,266,0,0,0,0,0,88,4504,0,0,0,230,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0
H18115,0,0,0,0,0,0,10,487,0,3207,0,0,0,0,0,0,0,0,22,0,0,0,0,0,598,5672,0,0,0,5251,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0
H32924,0,0,0,0,0,0,1,689,0,10020,0,0,0,0,0,0,0,0,9,0,0,0,0,0,911,6718,0,0,0,897,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,1
H30899,0,0,0,0,0,0,49,1289,0,3613,0,0,0,0,0,0,16,0,4,0,0,0,0,0,2136,8626,0,0,0,57,0,0,0,0,0,0,0,0,8,0,9403,0,0,0,0,0,1
H28028,0,0,0,0,0,0,17,192,0,11697,0,0,0,0,0,0,0,0,7,0,0,0,0,0,526,8901,0,0,0,163,0,0,4,0,0,0,0,0,0,2,12719,0,0,0,0,0,1
H27227,0,0,0,0,0,0,3,57,0,13902,0,0,0,0,0,0,0,0,7,0,0,0,0,0,364,5134,0,0,0,6618,0,0,0,0,0,0,0,0,0,0,2777,0,0,0,0,0,1
H28004,0,0,0,0,0,0,0,32,0,9115,0,0,0,0,0,0,14,0,19,0,0,0,0,0,1117,9576,0,0,0,350,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,1
H27087,0,0,0,0,0,0,6,141,0,10527,0,0,0,0,0,0,0,0,36,0,0,0,0,0,651,6075,0,0,0,3631,0,0,0,0,0,0,0,0,0,0,2077,0,0,0,0,0,0
H18229,0,0,0,0,0,0,6,27,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,2596,0,0,0,4244,0,0,1,0,0,0,0,0,0,5,6239,0,0,0,0,0,0
H18302,0,0,0,0,0,0,17,1213,0,2722,0,0,0,0,0,0,0,0,85,0,0,0,0,0,1328,7302,0,0,0,329,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0
H30964,0,0,0,0,0,0,5,175,0,17881,0,0,0,0,0,0,0,0,4,0,0,0,0,0,508,8484,0,2,0,339,0,0,0,0,0,0,0,0,0,0,9928,1,0,0,0,7,1
H18359,0,0,0,0,0,0,7,397,0,1185,0,0,1,0,0,0,32,0,0,0,0,0,0,0,1511,7761,0,0,0,1119,0,0,1,0,0,0,0,0,0,0,297,0,0,0,0,0,0
H18213,0,0,0,0,0,0,11,410,0,3162,0,0,0,0,0,0,0,0,62,0,0,0,0,0,2084,6275,0,1,0,274,0,0,0,0,0,0,0,0,3,0,194,0,0,0,0,0,0
H27371,0,0,0,0,0,0,4,790,0,12259,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3701,16859,0,4,0,4644,0,0,0,0,0,0,0,0,4,0,1640,0,0,0,0,0,0
H18176,0,0,0,0,0,0,178,79,0,7110,0,0,0,0,0,0,54,0,13,0,0,0,0,0,1709,16509,0,0,0,261,0,0,0,0,0,0,23,0,0,0,3172,0,0,0,0,0,1
H31050,0,0,0,0,0,0,35,719,0,14656,0,0,0,0,0,0,0,0,53,0,0,0,0,0,629,9943,0,0,0,173,0,0,0,0,0,0,0,0,1,0,186,0,0,0,0,0,0
H18249,0,0,0,0,0,0,83,697,0,6949,0,0,0,0,0,0,0,0,5,0,0,0,0,0,962,8584,0,0,0,349,0,0,0,0,0,0,0,0,23,4,1715,0,0,0,0,0,0
H26092,0,0,0,0,0,0,6,78,0,7072,0,0,0,0,0,0,0,0,76,0,0,0,0,0,813,3261,0,0,0,824,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,2,0
H26894,0,0,0,0,0,0,2,6,0,6593,0,0,0,0,0,0,0,0,1,0,0,0,0,0,219,4100,0,0,0,334,0,0,0,0,0,0,0,0,2,0,35,0,0,0,0,0,0
H25841,0,0,0,0,0,0,3,523,0,8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4486,0,0,0,2059,0,0,0,0,0,0,0,0,1,0,67,0,0,0,0,0,0
H26932,0,0,0,0,0,0,2,73,0,14522,0,0,0,0,0,0,0,0,18,0,0,0,0,0,285,2090,0,0,0,2678,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,1
H27140,0,0,0,0,0,0,0,7,0,9378,0,0,0,0,0,0,4,0,51,0,0,0,0,0,676,6759,7,0,0,732,0,0,0,0,0,0,0,0,0,1,791,0,0,0,0,1,0
