sample_ID,Bacteria;Abditibacteriota;Abditibacteria,Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Acidobacteriota;Subgroup 5,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Cyanobacteria;Cyanobacteriia,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,label
H18166,0,0,0,0,0,4,326,0,6941,0,0,0,0,0,0,0,3,0,0,0,0,414,4740,0,0,0,638,0,0,0,0,0,3,0,7164,0,0,0,0,0,0
H25947,0,0,0,0,0,0,703,0,8541,0,0,0,0,0,4,0,17,0,0,0,0,373,9903,3,0,0,76,0,0,0,0,0,0,0,310,0,0,10,0,0,1
H27399,0,0,0,0,0,0,172,0,10704,0,0,2,0,0,0,0,13,0,0,0,0,1339,11815,0,0,0,373,0,0,0,0,0,0,0,43,0,0,0,0,0,0
H27933,0,0,0,0,0,12,13,0,293,0,0,0,0,4,0,0,0,0,0,0,0,1949,5357,0,0,0,1364,0,0,0,0,0,2,29,5254,0,0,0,0,0,1
H25971,0,0,0,0,0,23,1109,0,13972,0,0,2,0,0,0,0,34,0,0,0,0,2047,10191,0,0,0,40,0,10,0,0,0,12,0,5701,0,0,0,0,0,0
H27193,0,0,0,0,0,3,1,0,16024,0,0,0,0,0,0,0,0,0,0,0,0,138,4460,0,0,0,1680,0,0,0,0,0,0,0,5272,0,0,0,0,0,1
H27218,0,0,0,0,0,4,89,0,8202,0,0,0,0,0,0,0,194,0,0,0,0,640,6442,0,0,0,1213,0,0,0,0,0,3,0,5378,0,0,0,0,0,0
H25883,0,0,0,0,0,19,101,0,7611,0,0,0,0,0,0,0,135,0,0,0,0,704,9588,0,0,0,10391,0,0,0,0,0,6,4,200,0,0,0,0,0,0
H18369,0,0,0,0,0,4,184,0,2710,0,0,0,0,0,0,0,5,0,0,0,0,229,3684,11,0,0,1943,0,0,0,0,0,0,6,206,0,0,0,0,3,0
H21542,0,0,0,0,0,13,65,0,11314,0,0,4,0,0,18,0,34,0,0,0,0,661,14490,2,0,0,671,0,12,0,0,0,1,0,540,0,0,0,0,0,0
H27176,0,0,0,0,0,1,281,0,16540,0,0,0,0,0,0,0,63,0,0,0,0,389,5712,0,0,0,582,0,0,0,0,0,0,0,1953,0,0,0,0,0,0
H18371,0,0,0,0,0,3,42,0,6962,0,0,0,0,0,0,0,0,0,0,0,0,1250,8869,0,0,0,3548,0,0,0,0,0,0,0,186,0,0,0,0,0,0
H18189,0,0,0,0,0,13,1140,0,3130,0,0,0,0,0,0,0,68,0,0,0,0,415,5761,0,0,0,637,0,0,0,0,0,10,0,68,0,0,0,0,0,0
H26715,0,0,0,0,0,2,22,0,4254,0,0,0,0,0,1,0,13,0,0,0,0,78,3746,0,0,0,627,0,0,0,0,0,0,0,2698,0,0,0,0,0,0
H25987,0,0,0,0,0,15,315,0,4452,0,0,0,0,0,0,0,14,0,0,0,0,2369,5721,0,0,0,105,0,0,0,0,0,0,0,1818,0,0,0,0,2,0
H18213,0,0,0,0,0,11,410,0,3162,0,0,0,0,0,0,0,62,0,0,0,0,2084,6275,0,1,0,274,0,0,0,0,0,3,0,194,0,0,0,0,0,0
H31150,0,0,0,0,0,7,586,0,10549,0,0,0,0,0,0,0,0,0,0,0,0,362,8102,0,3,0,209,0,0,0,0,0,2,0,288,0,0,0,0,3,0
H18335,0,0,0,0,0,16,124,0,1061,0,0,0,0,0,0,0,4,0,0,0,0,672,12850,0,0,0,4966,0,0,0,0,0,0,2,319,0,0,0,0,0,0
H26942,0,0,0,0,0,1,34,0,5085,0,0,1,0,0,0,0,0,0,0,0,0,36,3511,0,0,0,2446,0,0,0,0,0,2,0,146,0,0,0,0,1,1
H27931,0,0,0,0,0,3,24,0,9657,0,0,0,0,0,0,0,66,0,0,0,0,1242,5054,0,0,0,1441,0,0,1,0,0,0,0,8420,0,0,0,0,0,0
H27320,5,0,15,0,0,1,90,0,2798,0,0,23,0,0,0,0,0,0,0,0,0,1745,18473,0,0,0,715,0,0,0,0,0,6,1,228,0,0,0,0,0,0
H27117,0,0,0,0,0,8,625,0,4122,0,0,0,0,0,0,0,2,0,0,0,0,561,18102,0,1,0,367,0,4,0,0,0,0,0,1219,0,0,0,0,0,0
H31090,0,0,0,0,0,3,666,0,12653,0,0,3,0,0,0,0,105,0,0,0,0,5247,6599,29,0,0,345,0,0,0,0,0,1,0,607,0,0,0,0,5,1
H26603,0,0,0,0,0,3,223,0,3162,0,0,0,0,0,0,0,9,0,0,0,0,25,3527,0,0,0,48,0,0,0,0,0,0,0,1264,0,0,0,0,0,0
H26590,0,0,0,0,0,5,303,0,4642,0,0,0,0,0,0,0,38,0,0,0,0,998,1915,0,0,0,66,0,0,0,0,0,0,0,1793,0,0,0,0,0,0
H26016,0,0,0,0,0,4,81,0,7199,0,0,0,0,0,0,0,6,0,0,0,0,185,6913,0,0,0,145,0,0,0,0,0,0,4,1870,0,0,0,0,0,0
H27093,0,0,0,0,2,45,98,0,2861,0,0,0,0,0,4,0,27,0,0,0,0,3365,19665,0,0,0,5131,0,0,0,0,0,4,0,4226,0,0,0,0,0,0
H27081,0,0,0,0,0,2,71,0,13496,0,0,0,0,0,251,0,164,0,0,0,0,205,3107,2,0,0,1562,0,7,0,0,0,1,6,1550,0,0,0,0,0,0
H25807,0,0,0,0,0,8,511,0,7467,0,0,2,0,0,0,0,59,0,0,0,0,153,6702,4,0,0,635,0,0,0,0,0,1,0,1520,0,0,0,0,0,0
H27380,0,0,0,0,0,1,213,0,4655,0,0,0,0,0,3,0,39,0,0,0,0,373,11816,0,0,0,2708,0,6,0,0,0,0,0,3022,0,0,0,0,0,1
H18356,0,83,0,0,0,155,482,0,3143,0,0,0,7,0,43,0,63,0,0,0,0,849,6111,0,2,0,111,0,0,0,0,0,0,0,210,0,0,0,0,0,0
H26055,0,0,0,0,0,13,164,0,3762,0,0,0,0,0,0,0,0,0,0,0,0,267,8549,0,0,0,2392,0,0,0,0,0,0,0,7291,0,0,0,0,0,1
H18262,0,0,0,0,0,6,707,0,13058,0,0,0,0,0,0,0,32,0,0,0,0,330,8849,0,0,0,184,0,0,0,0,0,1,0,329,0,0,0,0,0,0
H26028,0,0,0,0,0,0,327,0,7582,0,0,0,0,0,0,0,1,0,0,0,0,63,6790,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0
H27289,0,0,0,0,0,7,523,0,7901,0,0,0,0,0,13,0,0,0,0,0,0,1178,16448,0,0,0,3901,0,2,0,0,0,18,0,54,0,0,0,0,0,0
H26898,0,0,0,0,0,4,4,0,6188,0,0,2,0,0,4,0,266,0,0,0,0,88,4504,0,0,0,230,0,0,0,0,0,0,0,857,0,0,0,0,0,0
H26697,0,0,0,0,0,8,126,0,5868,0,0,1,0,0,3,0,0,0,0,0,0,479,7653,0,3,0,8,0,0,0,0,0,0,0,1682,0,0,0,0,0,0
H21533,0,0,0,0,0,1,34,0,1889,0,0,0,0,0,24,0,59,0,0,0,0,630,3499,2,0,0,28,1,0,0,0,0,0,0,567,0,0,0,0,2,0
H27128,0,0,0,0,0,19,154,0,10357,0,0,0,0,0,0,0,53,0,0,0,0,2038,12867,0,0,0,3819,0,0,0,0,0,0,1,54,0,0,0,0,0,1
H18331,0,0,0,0,0,2,154,0,5878,0,0,0,0,0,14,0,15,0,0,0,0,301,4140,4,0,0,118,0,0,0,0,0,1,0,934,0,0,0,0,1,1
H27264,0,0,0,0,0,2,110,0,13008,0,0,0,0,0,3,0,0,0,0,0,0,472,11237,0,0,0,257,0,0,0,0,0,4,0,408,0,0,0,0,0,0
H27900,0,0,0,0,0,30,124,0,36582,0,0,0,0,0,7,0,1,0,0,0,0,836,8550,0,0,0,1170,0,0,0,0,0,0,0,5608,0,0,0,0,0,1
H26695,0,0,0,0,0,24,28,0,4558,0,0,0,0,0,0,0,0,0,0,0,0,835,11082,0,0,0,5962,0,0,0,0,0,0,0,1048,0,0,0,0,0,0
H25786,0,0,0,0,0,12,304,0,4929,0,0,1,0,0,0,0,140,0,0,0,0,1640,5109,1,0,0,1595,0,1,0,0,0,5,0,339,0,0,0,0,0,0
H27957,0,0,0,0,0,2,305,0,6626,0,5,0,0,0,15,0,10,0,0,0,0,664,11993,0,0,0,444,0,0,6,0,0,0,0,1984,0,0,0,0,0,0
H18330,0,0,0,0,0,3,3,0,461,0,0,13,0,0,0,0,0,0,0,0,0,675,5623,0,0,0,6787,0,0,0,0,0,1,0,12430,0,0,0,0,0,0
H32824,0,0,0,0,0,27,1098,0,1013,0,0,0,0,0,0,0,78,0,0,0,0,4471,7500,0,0,0,6,0,0,0,0,0,0,6,899,0,0,0,0,0,0
H27137,0,0,0,0,0,1,50,0,7113,0,0,0,0,0,0,0,210,0,0,0,0,265,6379,0,0,0,1722,0,0,0,0,0,0,1,315,0,0,0,0,0,0
H25905,0,0,0,0,0,1,107,0,6262,0,0,0,0,0,0,0,288,0,0,0,0,503,8057,0,0,0,8840,0,0,0,0,0,0,0,1029,0,0,0,0,0,0
H25833,0,0,0,0,0,14,181,0,4415,0,0,1,0,0,3,0,6,0,0,0,0,649,6129,0,0,0,359,0,2,0,0,0,0,13,5431,0,0,0,0,0,0
H34095,0,0,0,0,0,16,1034,0,7956,0,0,1,0,0,0,0,0,0,0,0,0,2343,10751,0,0,0,95,0,0,0,0,0,0,0,248,0,0,0,0,0,0
H26591,0,0,0,0,0,0,1,0,3631,0,0,0,0,0,8,0,0,0,0,0,0,285,2893,0,0,0,6,0,0,0,0,0,0,8,1551,0,0,0,0,3,0
H21552,0,0,0,0,0,25,344,0,6042,0,0,0,0,0,0,0,5,0,0,0,0,972,11090,0,1,0,233,0,0,0,0,0,4,0,112,0,0,0,0,1,0
H18266,0,0,0,0,0,1,464,0,15610,0,0,0,0,0,0,0,113,0,0,0,0,677,11093,0,0,0,207,0,0,0,0,0,0,0,11145,0,0,0,0,0,0
H18348,0,0,0,0,0,36,753,0,5143,0,0,0,0,0,0,0,19,0,0,0,0,868,6166,1,0,0,174,0,0,0,0,0,0,0,2910,0,0,0,0,0,1
H26092,0,0,0,0,0,6,78,0,7072,0,0,0,0,0,0,0,76,0,0,0,0,813,3261,0,0,0,824,0,0,0,0,0,0,0,320,0,0,0,0,2,0
H27371,0,0,0,0,0,4,790,0,12259,0,0,0,0,0,0,0,12,0,0,0,0,3701,16859,0,4,0,4644,0,0,0,0,0,4,0,1640,0,0,0,0,0,0
H34166,0,0,0,0,0,7,2387,0,8327,0,0,0,0,0,0,0,1,0,0,0,0,277,7513,0,0,0,3176,0,0,0,0,0,1,2,118,0,0,0,0,1,0
H26571,0,0,0,0,0,2,106,0,4873,0,0,0,0,0,0,0,33,0,0,0,0,183,4407,0,1,0,1628,0,0,0,0,0,1,0,1331,0,0,0,0,0,0
H26001,0,0,0,0,0,44,488,0,7622,0,0,0,0,0,487,0,35,0,0,0,0,899,9318,0,0,0,1305,0,0,0,0,0,0,4,8494,0,0,0,0,0,0
H25974,0,0,0,0,0,4,176,0,10770,0,0,0,0,0,0,0,76,0,0,0,0,383,8122,0,0,0,1196,0,0,0,0,0,5,0,272,0,0,0,0,0,1
H27288,0,0,0,0,0,4,105,0,2247,0,0,0,0,0,0,0,0,0,0,0,0,905,13294,0,0,0,1494,0,0,0,0,0,0,0,123,0,0,0,0,0,0
H32826,0,0,0,0,0,20,840,0,711,0,0,0,0,0,0,0,0,0,0,0,0,3138,6149,0,0,0,21,0,0,2,0,0,1,0,40,0,0,0,0,0,0
H25998,0,0,0,0,0,39,212,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,2074,5619,0,0,0,1088,0,26,0,0,0,0,0,12106,0,0,1,0,0,0
H18372,0,0,0,0,0,3,248,0,11091,0,0,0,0,0,0,0,266,0,0,0,0,285,4346,0,0,0,693,0,0,0,0,0,1,0,498,0,0,0,0,0,0
H25881,0,0,0,0,0,14,229,0,6473,0,0,0,0,0,3,0,0,0,0,0,0,1021,14271,0,0,0,600,0,1,0,0,0,5,3,287,0,0,0,0,0,0
H25803,0,0,0,0,0,15,193,0,9981,0,0,0,0,0,0,0,23,0,0,0,0,177,5597,11,1,0,1166,0,0,0,0,0,0,0,106,0,0,0,0,2,1
H34143,0,0,0,0,0,2,120,0,7979,0,0,1,0,0,3,0,9,0,0,0,0,915,9428,7,0,0,175,0,0,0,0,0,0,0,4691,0,0,0,20,5,0
H18387,0,0,0,0,0,17,654,0,4902,0,0,0,0,0,585,0,565,0,0,0,0,248,9105,0,6,0,58,0,0,0,0,0,0,2,40,0,0,0,0,0,0
H26776,0,0,0,0,0,3,33,0,5688,0,0,0,0,0,2,0,38,0,0,0,0,260,5639,0,0,0,771,0,0,0,0,0,1,0,2011,0,0,0,0,0,0
H26059,0,0,0,0,0,16,581,0,3743,0,0,0,0,0,0,0,26,0,0,0,0,899,6505,0,0,0,1367,0,0,0,0,0,0,0,487,0,0,0,0,1,0
H25992,0,0,0,0,0,3,52,0,5625,0,0,0,0,0,33,0,383,0,0,0,0,533,5935,4,0,0,317,2,0,0,0,0,0,0,103,0,0,0,0,0,0
H27378,0,0,0,0,0,2,68,0,8416,0,0,0,0,0,1,0,0,0,0,0,1,555,14922,0,0,0,3095,0,0,0,0,0,2,38,161,0,0,0,0,0,0
H26587,0,0,0,0,0,12,165,0,2934,0,0,0,0,0,0,0,164,0,0,0,0,231,3602,1,0,0,482,0,0,0,0,0,2,0,1979,0,0,0,0,3,0
H26740,0,0,0,0,0,0,32,0,5080,0,0,0,0,0,0,0,5,0,0,0,0,206,4480,3,0,0,1250,7,0,0,0,0,0,0,27,0,0,0,0,0,0
H27909,0,0,8,0,0,34,267,0,9920,0,0,0,0,0,67,0,64,0,0,0,0,744,10223,0,0,0,503,0,0,0,0,0,0,0,700,4,0,0,0,0,0
H25859,0,0,0,0,0,17,312,0,6291,0,0,3,0,0,0,0,0,0,0,0,0,716,14040,0,1,0,4158,0,23,2,0,0,0,1,7400,0,0,0,0,0,0
H31105,0,0,0,0,0,1,1128,0,6898,0,0,0,0,0,0,0,0,0,0,0,0,562,8629,0,0,0,8336,0,0,0,0,0,0,0,952,0,0,0,0,0,0
H27391,0,0,0,0,0,0,130,0,8815,0,0,0,0,0,0,0,3,0,0,0,0,1328,8579,0,0,0,7126,0,0,0,0,0,0,4,447,0,0,0,0,0,0
H27299,0,0,0,0,0,8,86,0,6743,0,0,0,0,0,0,0,13,0,0,0,0,5123,10423,0,4,0,172,0,0,0,0,0,16,0,100,0,0,0,0,1,0
H27074,0,0,0,0,0,20,224,0,10513,0,0,3,0,0,0,0,97,0,0,0,0,979,8704,0,0,0,1203,0,2,0,0,0,6,0,759,0,0,0,0,0,0
H26862,0,0,0,0,0,3,50,0,5458,0,0,0,0,0,15,0,6,0,0,0,0,472,4054,0,0,0,552,0,0,0,0,0,1,0,627,0,0,0,0,2,0
H25805,0,0,0,0,0,9,392,0,6594,0,0,0,0,0,0,0,19,0,0,0,0,255,9453,0,0,0,1178,0,0,0,0,0,1,0,473,0,0,0,0,0,0
H26858,0,0,0,0,0,20,160,0,5968,0,0,0,0,0,3,0,32,0,0,0,0,305,5772,0,0,0,1526,0,0,0,0,0,0,0,599,0,0,0,0,0,0
H25886,0,0,0,0,0,15,190,0,14661,0,0,95,0,0,16,0,209,0,0,0,0,2022,8990,15,1,0,2381,0,15,0,0,0,0,0,1676,0,0,0,0,0,0
H25792,0,0,0,0,0,8,140,0,8587,0,0,0,0,0,0,0,95,0,0,0,0,1782,7981,14,0,0,2518,0,1,0,0,0,2,0,6821,0,1,0,0,5,0
H27072,0,0,0,0,0,0,126,0,4055,0,0,0,0,0,0,9,61,0,0,0,0,3698,10559,0,0,0,3024,0,0,0,0,0,0,0,7459,0,0,0,0,0,0
H26083,0,0,0,0,0,2,97,0,6068,0,0,0,0,0,32,0,1,0,0,0,0,715,14575,0,2,0,1342,2,0,0,0,0,1,0,109,0,0,0,0,0,0
H31002,0,0,0,0,0,2,167,0,9925,0,0,0,0,0,10,0,103,0,0,0,0,382,8119,0,0,0,283,1,0,0,0,0,0,0,1327,0,0,0,0,0,0
H25983,0,0,0,0,0,4,179,0,5564,0,0,0,0,0,15,0,310,0,0,0,0,861,5697,0,1,0,475,0,0,0,0,0,1,0,349,0,0,0,0,2,0
H25880,0,0,0,0,0,2,66,0,7984,0,0,0,0,0,106,0,154,0,0,0,0,1065,5187,5,0,0,205,4,0,0,0,0,0,1,1415,0,0,0,0,0,0
H26794,0,0,0,0,0,0,364,0,1005,0,2,0,0,0,0,0,6,0,0,0,0,263,6389,0,0,0,5476,0,5,0,0,0,0,0,73,0,0,0,0,0,1
H27125,0,0,0,0,0,9,390,0,7904,0,0,4,0,0,3,0,227,0,0,0,0,1697,13648,52,0,4,669,6,0,0,0,0,0,0,187,0,0,0,0,4,0
H25789,0,0,0,0,0,11,179,0,2056,0,0,0,0,0,139,0,64,0,0,0,0,867,11156,5,0,0,3319,0,0,0,0,0,3,0,13469,0,0,0,0,0,1
H25939,0,0,0,0,0,12,246,0,9731,0,0,0,0,0,0,0,0,0,0,0,0,1362,10438,0,0,0,10801,0,0,0,0,0,8,0,5102,0,0,0,0,0,0
H31038,0,0,0,0,0,19,248,0,13340,0,0,0,0,0,160,0,20,0,0,0,0,418,7739,0,0,0,7715,0,0,0,0,0,0,1,1097,0,0,0,0,0,0
H27179,0,0,0,0,0,6,82,0,7837,0,0,0,0,0,9,0,16,0,0,0,0,2028,11919,0,0,0,1201,0,3,4,0,0,0,2,2091,0,0,0,0,12,0
H18167,0,0,0,0,0,9,234,0,6601,0,0,0,0,0,1,0,177,0,0,0,0,311,3549,0,1,0,1069,0,0,0,0,0,0,2,660,0,0,0,0,0,0
H26624,0,0,0,0,0,8,3,0,4003,0,0,0,0,0,0,0,141,0,0,0,0,45,2342,0,0,0,598,0,0,0,0,0,1,0,80,0,0,0,0,0,0
H21563,0,0,0,0,0,13,224,0,2784,0,0,0,0,0,0,0,6,0,0,0,0,1424,9787,1,0,0,152,1,0,0,0,0,5,0,670,0,0,0,0,0,0
H26742,0,0,0,0,0,2,13,0,8494,4,0,0,0,0,16,0,9,0,0,0,0,225,5858,0,0,0,3833,0,0,0,0,0,2,0,1438,0,0,0,0,0,0
H26005,0,0,0,0,0,3,153,0,10015,0,0,0,0,0,0,0,0,0,0,0,0,672,6864,0,0,0,28,0,0,0,0,0,0,0,10,0,0,0,0,0,0
H27120,0,0,0,0,0,6,254,0,8693,0,0,0,0,0,0,0,80,0,0,0,0,287,10593,0,0,0,4234,0,0,1,0,0,0,0,1199,0,0,0,0,0,0
H26856,0,0,0,0,0,20,123,0,989,0,0,0,0,0,0,0,0,0,0,0,0,10267,8526,0,0,0,116,0,0,0,0,0,7,22,3899,0,0,0,0,0,0
H25900,0,0,0,0,0,5,152,0,13941,0,0,0,0,0,20,0,1,0,0,0,0,517,9590,0,0,0,4453,0,0,0,0,0,1,122,92,0,0,0,0,0,0
H27421,0,0,0,0,0,3,52,0,12350,0,1,0,0,0,78,0,159,0,0,0,0,503,8128,0,0,0,2167,0,0,0,0,0,3,0,129,0,0,0,0,2,0
H26770,0,0,0,0,0,6,28,0,9030,0,0,0,0,0,0,0,30,0,0,0,0,273,3639,0,0,0,1958,0,0,0,0,0,0,0,277,0,0,0,0,0,0
H31050,0,0,0,0,0,35,719,0,14656,0,0,0,0,0,0,0,53,0,0,0,0,629,9943,0,0,0,173,0,0,0,0,0,1,0,186,0,0,0,0,0,0
H27217,0,0,0,0,0,1,30,0,14396,0,0,1,0,0,0,0,821,0,0,0,0,71,4696,0,0,0,1275,0,0,0,0,0,0,0,660,0,0,0,0,0,0
H26800,0,0,0,0,0,2,33,0,4583,0,0,0,0,0,5,0,35,0,0,0,0,1708,5194,0,0,0,15,0,0,0,0,0,0,0,120,0,0,0,0,1,0
H27899,0,0,0,0,0,1,136,0,11807,0,0,0,0,0,0,0,7,0,0,0,0,532,5982,1,0,0,3362,0,0,0,0,0,0,1,101,0,0,0,0,0,0
H26072,0,0,0,0,0,11,820,0,5658,0,0,0,0,0,12,0,60,0,0,0,0,1054,3855,0,0,0,393,0,0,0,0,0,0,0,1030,0,0,0,0,3,0
H18326,0,0,0,0,0,13,652,0,6859,0,0,0,0,0,0,0,11,0,0,0,0,1050,6659,0,0,0,1801,0,0,0,0,0,2,0,18,0,0,0,0,0,0
H27258,0,0,0,0,1,14,751,0,5741,0,0,0,0,0,0,0,3,0,0,0,0,323,15872,0,0,0,5636,0,0,0,0,0,1,0,4168,0,0,0,0,0,0
H27273,0,0,0,0,0,2,49,0,10600,0,0,0,0,0,81,0,84,0,0,0,0,440,12090,0,0,0,5380,0,0,0,0,0,0,0,513,0,1,0,0,0,0
H25777,0,0,0,0,0,3,89,0,7416,0,0,0,0,0,0,0,53,0,0,0,0,249,6266,0,0,0,1298,0,0,0,0,0,0,0,1781,117,0,0,0,2,0
H27991,0,0,0,0,0,1,57,0,2600,0,0,0,0,0,4,0,0,0,0,0,0,291,8305,0,1,0,1720,0,0,0,0,0,0,0,102,0,0,0,0,0,0
H31120,0,0,0,0,0,2,163,0,13761,0,0,0,0,0,0,0,484,0,0,0,0,794,6018,0,0,0,352,0,0,0,0,0,0,0,2838,0,0,0,0,0,0
H26047,0,0,0,0,0,9,180,0,7995,0,0,0,0,0,2,0,297,0,0,0,0,903,7410,7,1,0,1296,3,0,0,0,0,0,0,353,0,0,0,0,1,1
H32772,0,0,0,0,0,3,493,0,11985,0,0,2,0,0,0,0,228,0,0,0,0,579,7169,0,0,0,1461,0,0,0,0,0,0,0,1142,0,0,0,0,2,0
H26693,0,0,0,0,0,9,42,0,5397,0,0,0,0,0,0,0,0,0,0,0,0,788,4116,0,0,0,9934,0,0,0,0,0,3,0,2634,0,0,0,0,0,0
H28999,0,0,0,0,0,164,1028,0,2695,0,0,0,0,0,5,0,36,0,0,0,0,1023,12723,0,0,0,1598,0,0,0,0,0,4,1,1307,0,0,0,0,2,0
H18140,0,0,0,0,0,41,392,0,7245,0,0,2,0,0,19,0,242,0,0,0,0,1068,5152,0,0,0,362,0,0,0,0,0,0,0,949,0,0,0,0,0,0
H26113,0,0,0,0,0,4,92,0,5677,0,0,0,0,0,0,0,143,0,0,0,0,432,7694,0,0,0,893,0,0,0,0,0,0,0,42,0,0,0,0,0,0
H26686,0,0,0,0,0,1,46,0,5173,0,0,4,0,0,0,0,28,0,0,0,0,754,7599,0,3,0,1064,0,0,0,0,0,0,0,1113,0,0,0,0,0,0
H26683,0,0,0,0,0,24,102,0,3992,0,0,0,0,0,0,0,0,0,0,0,0,1335,13288,0,0,0,732,0,0,0,0,0,33,15,96,0,0,0,0,0,0
H27984,0,0,0,0,0,1,99,0,7860,0,0,0,0,0,44,0,4,0,0,0,0,385,6224,0,0,0,230,0,0,0,0,0,0,0,340,0,0,0,0,0,0
H32753,0,0,0,0,0,13,1224,0,5390,0,0,0,0,0,0,0,48,0,0,0,0,2563,9279,0,0,0,3540,0,0,0,0,0,9,0,2627,0,0,0,0,0,1
H27156,0,0,0,0,0,8,26,0,12809,0,0,0,0,0,0,0,764,0,0,0,0,444,1619,0,0,0,4846,0,0,0,0,0,1,0,245,0,0,0,0,0,0
H25909,0,0,0,0,0,4,39,0,11463,0,0,1,0,0,0,0,8,0,0,0,0,216,4023,0,0,0,928,0,0,0,0,0,0,0,2140,0,0,0,0,0,0
H18384,0,0,0,0,0,26,1167,0,8519,0,0,1,0,0,1,0,1,0,0,0,0,298,5950,0,0,0,1859,0,0,0,0,0,0,0,2864,0,0,0,0,10,0
H18349,0,0,0,0,0,0,63,0,6163,0,0,2,0,0,0,0,124,0,0,0,0,265,3223,0,0,0,992,0,0,0,0,0,0,0,330,0,0,0,0,0,0
H18144,0,0,0,0,0,7,223,0,5395,0,0,0,0,0,0,0,2051,0,0,0,0,582,3226,0,0,0,622,0,0,0,0,0,0,0,3268,0,0,0,0,15,0
H26572,0,0,0,0,0,0,1,0,4292,0,0,0,0,0,2,0,52,0,0,0,0,77,1935,0,0,0,888,0,0,0,0,0,0,2,339,0,0,0,0,1,0
H18309,0,0,0,0,0,0,32,0,5086,0,0,27,0,0,1,0,105,0,0,0,0,132,4947,0,0,0,3132,0,0,0,0,0,2,0,4439,0,0,0,0,0,1
H27131,0,0,0,0,0,20,198,0,4502,0,0,0,0,0,1,0,121,0,0,0,0,328,12186,0,2,0,3564,0,0,0,0,0,0,0,3691,0,0,0,0,0,0
H27122,0,0,0,0,0,0,263,0,10113,0,0,0,0,0,0,0,1,0,0,0,0,152,6380,0,0,0,2244,0,0,0,0,0,6,0,327,0,0,0,0,0,1
H31079,0,0,0,0,0,0,134,0,8373,0,0,1,0,0,0,0,6,0,0,0,0,356,4933,13,2,0,580,0,0,0,0,0,0,2,621,0,0,0,0,1,0
H27071,0,0,0,0,0,5,360,0,12264,0,0,0,0,0,73,0,1,0,0,0,0,1552,15363,0,0,0,4895,0,0,7,0,0,48,0,834,0,0,0,0,0,0
H18157,0,0,0,0,0,4,163,0,6340,0,0,1,0,0,0,0,0,0,0,0,0,288,3345,0,0,0,298,0,0,0,0,0,0,0,120,0,0,0,0,0,0
H25852,0,0,0,0,0,2,312,0,5320,0,0,0,0,0,1,0,24,0,0,0,0,350,7411,0,0,0,837,0,0,0,0,0,1,0,26,0,0,0,0,0,0
H25794,0,0,0,0,0,48,337,0,7388,0,0,3,0,0,6,0,6,0,0,0,0,987,6737,0,0,0,583,0,1,0,0,0,3,1,1799,0,0,0,0,0,0
H26625,0,0,0,0,0,1,18,0,4227,0,0,0,0,0,18,0,0,0,0,0,0,114,2873,0,0,0,373,0,0,0,0,0,0,0,395,0,0,0,0,0,0
H25963,0,0,0,0,0,6,206,0,9554,0,0,0,0,0,17,0,29,0,0,0,1,1166,12683,10,0,0,586,11,0,0,0,0,1,0,387,0,0,0,0,1,0
H27318,0,0,0,0,0,3,297,0,10497,0,0,0,0,0,0,0,31,0,0,0,0,547,7395,0,2,0,11958,0,0,0,0,0,3,3,90,0,0,0,0,1,0
H18209,0,0,0,0,0,0,140,0,12018,0,0,0,0,0,5,0,101,0,0,0,0,943,9791,0,0,0,787,0,2,0,0,0,1,0,308,0,0,0,0,0,0
