sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Acidobacteriota;Subgroup 5;uncultured Acidobacteria bacterium,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Acholeplasmatales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H27172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,0,0,12871,0,0,0,0,0,0,0,0,0,14,0,161,0,0,0,0,0,0,316,0,26,0,15,0,0,42,1,0,0,0,0,2175,509,3324,3,10,0,0,0,0,0,0,666,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1225,0,0,0,0,416,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
H25751,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,324,0,0,10561,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,225,0,27,0,3,0,0,55,0,0,1,0,0,3015,17,3723,0,50,0,0,0,0,0,987,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H25778,0,0,0,0,0,8,1,1,0,1,0,0,0,0,0,433,0,0,4370,0,0,0,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,68,5,151,1067,1,0,0,1013,114,9,34,0,0,2887,37,3745,11,66,0,2,0,0,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
H25960,0,0,0,0,0,6,0,9,0,9,0,8,0,0,0,69,0,0,3695,0,0,1,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,1244,0,70,1,326,0,0,1045,134,8,0,0,0,7024,118,1811,61,21,0,7,0,0,0,62,5,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,156,0,0,0,0,4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27390,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,169,0,0,9070,0,0,125,0,0,0,0,0,0,0,0,293,0,0,0,0,0,1,68,65,976,4173,0,0,0,982,2247,7,174,0,0,2003,34,4349,41,37,0,0,0,0,0,139,151,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0,0,113,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0
H25985,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,38,0,0,13526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,31,0,2,0,0,92,17,0,59,1,0,3332,157,6672,0,90,0,0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,310,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0
H18374,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,605,0,0,7254,0,0,0,0,0,0,9,0,0,0,0,23,0,0,0,0,0,0,1213,0,421,0,3,0,0,229,2256,9,35,1,0,2470,107,2425,0,51,0,0,0,0,0,116,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126,0,0,0,0,470,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
H27191,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,264,0,0,8633,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,144,0,18,0,0,0,0,110,601,0,11,3,0,4332,20,5468,0,51,0,0,0,0,0,292,130,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,143,0,0,0,0,1108,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
H25748,0,0,0,0,0,12,1,3,0,1,0,0,0,0,0,400,0,0,3223,0,0,3,0,0,0,0,0,0,204,0,5,0,0,0,0,0,0,115,0,186,0,25,0,0,119,1000,0,0,4,0,5683,100,2980,10,186,0,0,0,0,0,122,8248,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,51,0,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,7545,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,48,0,15,124,1,0,0,126,279,1,0,0,0,1793,7,2638,9,17,0,0,0,0,0,11,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
H26011,0,0,0,0,0,2,0,25,0,3,0,0,0,0,0,404,0,0,12331,0,0,25,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,714,0,211,0,0,0,0,18,59,0,12,0,0,3839,122,4061,0,37,0,0,0,0,0,206,1102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,114,0,0,0,0,242,0,0,0,29,54,139,16,0,0,0,0,0,0,0,0
H26737,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,26,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,83,1,27,0,0,0,0,0,0,0,0,1931,8,835,0,12,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,17119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27250,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,194,0,0,11850,0,0,115,0,0,0,2,0,0,0,0,231,0,0,0,0,0,55,224,0,31,584,1,0,0,2468,29,1,19,0,0,1753,4,3928,1,25,0,23,0,0,0,857,99,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,220,0,0,0,0,8065,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
H18362,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,68,0,0,8735,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,192,0,59,282,0,0,0,622,272,52,1,0,2,1384,30,5233,0,52,0,0,0,0,0,0,2787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,289,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H26039,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,153,0,0,3551,0,0,41,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,40,3,92,1095,2,0,0,591,1252,20,10,0,0,1013,68,2172,12,12,0,2,1,0,0,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,40,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0
H18121,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,170,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,62,0,37,0,0,0,0,16,0,5,0,0,0,784,15,2502,0,3,0,0,1,0,0,4,1175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,385,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
H29071,0,0,0,0,0,1,20,0,0,3,0,25,0,0,0,104,0,0,3579,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,919,0,22,0,0,0,0,1,0,0,614,0,0,11463,6,879,1,23,0,0,0,0,0,14,89,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,0,0,48287,0,0,0,0,118,1,0,0,0,0,0,0,0,0,0
H31087,0,0,0,0,0,11,1,3,0,23,0,0,0,0,0,753,0,0,6423,0,0,1,6,0,0,1,0,0,39,0,29,0,0,0,0,0,5,540,0,416,0,5,0,0,298,81,24,78,3,0,3011,28,3404,6,56,0,0,0,0,0,325,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,0,0,0,3167,0,0,0,0,11,3219,0,153,0,0,0,0,0,0,0
H26087,0,0,0,0,0,3,2,2,0,2,0,0,0,0,0,23,0,0,3521,0,0,1,0,0,0,0,0,0,271,0,49,0,0,0,0,0,0,767,0,62,158,0,0,0,8,65,2,7,1,0,1531,28,2297,0,4,0,0,0,0,0,0,1067,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2875,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H25973,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,555,0,0,6606,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,247,0,59,1756,2,0,0,329,563,62,11,1,6,1934,46,3444,34,63,0,0,0,0,0,226,4,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,45,0,0,0,0,3,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0
H26884,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,319,0,0,2680,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,931,0,269,948,2,0,0,218,228,1,23,0,0,1149,11,2000,4,47,0,0,0,0,0,22,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1
H18134,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,454,0,0,5802,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1214,0,337,0,1,0,0,0,0,0,1,86,0,4648,178,3705,0,5,0,0,0,0,0,424,634,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,0,0,0,940,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0
H25869,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,80,0,0,9083,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,28,22,97,918,0,0,0,593,792,16,30,0,0,1813,82,4077,22,131,0,32,0,0,0,285,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,5190,0,0,0,0,235,0,0,0,0,0,0,0,1,0,1
H34106,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,451,0,0,7975,0,0,83,0,0,0,0,0,0,10,0,260,0,0,0,0,0,0,319,0,69,0,1,0,0,429,40,8,20,20,0,1236,8,3212,9,60,0,8,0,0,0,17,38,0,2,0,0,0,0,0,0,0,0,14,1,0,0,0,290,0,0,0,0,5925,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1
H26084,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,182,0,0,8281,0,0,1,0,0,0,0,0,0,5,0,62,0,0,0,0,0,0,292,0,17,1,2,0,0,105,51,17,4,2,0,1907,113,2725,19,31,0,0,0,0,0,0,1354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1595,0,0,0,0,21,1,0,0,0,0,1,0,0,0,0
H27985,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,157,0,0,9136,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,1389,0,48,10,0,0,0,187,86,4,9,0,0,2577,10,2186,9,165,0,2,0,0,0,89,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H25810,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,6866,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,75,0,87,0,2,0,0,208,1,2,97,0,0,1452,76,2512,0,31,0,0,0,0,0,0,608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,27,0,0,0,0,235,0,0,0,0,0,0,0,0,2,0
H27437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,12386,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,119,2,51,0,0,0,0,986,1993,16,136,0,0,2048,51,3962,82,111,44,10,0,0,0,0,2529,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,887,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H18256,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,306,0,0,9930,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,545,94,78,4,2,0,0,80,522,15,9,0,2,3758,81,4391,19,45,0,1,2,0,0,180,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,0,0,0,0,42,0,0,0,0,117,0,0,0,0,0,0,2,0,0,0
H25863,0,0,0,0,0,9,3,3,0,0,0,1,0,0,0,362,0,0,7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,64,1,1,0,0,28,0,32,4,1,0,3397,106,6729,27,191,0,0,0,0,0,1,2421,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,219,0,0,0,0,9210,0,0,0,0,3,2,0,0,0,0,0,0,0,11,1
H30916,0,0,0,0,0,2,5,3,0,1,0,0,0,0,0,1016,0,0,9211,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1109,0,12,0,0,0,0,14,0,0,5,0,0,3824,6,2208,2,64,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,3581,0,0,0,0,1,1,0,0,5377,0,0,0,0,0,0
H27107,0,0,0,0,0,3,5,5,0,1,0,0,0,0,0,124,0,0,15267,0,0,12,0,0,0,23,0,0,0,0,434,0,0,0,0,0,0,305,0,44,111,2,0,0,577,211,9,5,0,0,4625,21,7605,27,156,0,1,0,0,0,160,2965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,148,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
H26786,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,683,0,0,1635,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,60,0,673,0,0,0,0,47,0,0,15,0,0,4038,54,2127,0,22,0,0,0,0,0,255,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27087,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,141,0,0,10525,0,0,2,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,526,1,33,91,0,0,0,618,0,7,0,0,0,1635,42,3748,0,25,0,0,0,0,0,0,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,2012,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
H25799,0,0,0,0,0,4,13,3,0,0,0,0,0,0,0,671,0,0,8628,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,1,64,0,83,0,2,0,0,4,1,0,5,1,0,3420,6,3485,0,39,0,0,0,0,0,1608,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,0,0,0,17,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
H27376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,0,0,17129,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,148,0,34,16,1,0,0,10,31,23,1,0,0,4072,218,3287,3,20,0,0,0,0,0,1060,136,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,861,0,0,0,0,2913,0,0,0,0,428,1,0,0,0,0,0,0,0,0,0
H27370,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,460,0,0,3616,0,0,0,0,0,0,0,0,0,73,0,35,0,0,0,0,0,0,810,0,120,325,1,0,0,1752,346,4,145,0,0,4222,94,9958,19,198,0,0,0,0,0,1,4535,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,359,0,0,0,0,862,0,0,0,0,1109,7,0,0,0,0,0,0,0,0,0
H25782,0,0,0,0,1,7,1,1,0,1,0,1,0,0,0,766,0,0,8544,0,0,41,0,0,0,0,0,0,0,0,31,0,0,0,0,0,710,314,0,74,0,4,0,0,430,59,9,62,0,0,2538,12,1959,20,28,0,4,0,0,0,6,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5036,0,0,0,0,10466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H28007,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,94,19,0,897,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,135,0,323,0,0,0,0,79,0,0,43,0,0,11430,53,2000,0,51,0,0,0,0,0,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
H25970,0,0,0,0,0,3,8,2,0,3,0,0,0,0,0,110,0,0,15133,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,334,0,86,0,4,0,0,55,1663,1,1,0,0,2439,96,3066,0,226,0,0,0,0,0,0,2646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H30963,0,0,16,0,0,52,0,44,0,13,0,0,0,0,0,923,0,0,2549,12,0,90,22,0,14,0,0,0,0,0,16,0,0,0,0,0,1,7296,11,1251,0,11,0,0,144,637,9,28,0,11,3921,55,3850,166,416,0,0,0,0,0,1,124,0,0,0,0,0,0,0,9,0,0,0,0,0,19,0,109,0,0,28,0,262,0,0,20,0,0,71,0,0,0,13,0,0,0,0,0
H28032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,8336,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,209,3,16,0,0,0,0,166,168,15,32,6,14,2405,208,7971,21,63,1,2,1,0,0,81,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27402,0,0,0,0,0,32,1,7,0,9,0,25,0,0,0,1846,0,0,6775,0,0,0,0,0,0,10,0,0,1,0,67,0,0,0,0,0,0,248,0,462,0,7,0,0,315,960,0,429,0,0,7086,177,9353,0,57,0,0,0,0,0,345,8445,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,168,0,0,0,0,2944,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0
H18201,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,173,0,0,4886,0,0,0,0,0,0,0,0,0,153,0,190,0,0,0,0,0,0,100,148,53,990,1,0,0,642,1427,80,99,0,0,1681,77,2975,28,36,0,13,0,0,0,0,402,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,77,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0
H25832,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,345,0,0,4343,0,0,30,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,46,14,18,1237,25,0,0,162,744,3,18,0,0,968,38,2451,24,34,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,15,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1
H28043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0,16078,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,397,0,296,242,10,0,0,542,455,16,80,0,7,8104,268,7005,185,156,0,0,8,0,0,400,88,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,120,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
H26575,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,281,0,0,3318,0,0,1,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,119,0,8,0,1,0,0,36,50,8,0,0,0,1902,4,2712,3,42,0,0,0,0,0,1,2196,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H25988,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,185,0,0,12337,0,0,2,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,476,0,146,1,1,0,0,4,0,0,1,0,0,3426,387,2258,0,52,0,0,0,0,0,0,2830,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,352,0,0,0,0,82,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
H32784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193,0,0,6757,0,0,0,0,0,0,0,0,0,8,0,92,0,0,0,0,0,0,271,13,32,251,1,0,0,768,1037,81,6,4,2,1711,39,3904,12,50,4,12,2,0,0,79,1425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,0,0,0,0,2059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H30968,0,0,0,0,0,10,3,13,0,5,0,0,0,0,0,494,0,0,10203,0,0,20,1,0,0,0,0,0,0,0,99,0,0,0,0,0,2,163,0,142,1,7,0,0,192,44,2,670,2,0,1331,7,2397,5,39,0,0,1,0,0,41,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,1,0,4014,0,0,0,0,140,3,0,0,0,0,0,0,0,0,0
H26609,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,44,0,0,3309,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,77,0,9,109,0,0,0,165,331,5,1,0,0,1197,12,1933,4,9,0,0,0,0,0,7,228,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,92,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26613,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,55,0,0,5274,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,611,0,89,0,0,0,0,1,107,0,0,0,0,2223,62,170,0,4,0,0,0,0,0,582,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1051,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
H25798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,229,0,0,9516,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,145,0,105,0,1,0,0,89,0,0,39,0,0,2165,35,1328,0,38,0,2,0,0,0,0,10273,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,0,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
