,Bacteria;Abditibacteriota;Abditibacteria,Bacteria;Acidobacteriota;Aminicenantia,Bacteria;Acidobacteriota;Blastocatellia,Bacteria;Actinobacteriota;Acidimicrobiia,Bacteria;Actinobacteriota;Actinobacteria,Bacteria;Actinobacteriota;Coriobacteriia,Bacteria;Actinobacteriota;Thermoleophilia,Bacteria;Bacteroidota;Bacteroidia,Bacteria;Bdellovibrionota;Bdellovibrionia,Bacteria;Bdellovibrionota;Oligoflexia,Bacteria;Campilobacterota;Campylobacteria,Bacteria;Chloroflexi;Anaerolineae,Bacteria;Cyanobacteria;Vampirivibrionia,Bacteria;Dependentiae;Babeliae,Bacteria;Desulfobacterota;Desulfovibrionia,Bacteria;Desulfobacterota;Desulfuromonadia,Bacteria;Desulfobacterota;uncultured,Bacteria;Elusimicrobiota;Elusimicrobia,Bacteria;Elusimicrobiota;Lineage IIa,Bacteria;Fibrobacterota;Fibrobacteria,Bacteria;Firmicutes;Bacilli,Bacteria;Firmicutes;Clostridia,Bacteria;Firmicutes;Incertae Sedis,Bacteria;Firmicutes;Limnochordia,Bacteria;Firmicutes;Moorellia,Bacteria;Firmicutes;Negativicutes,Bacteria;Firmicutes;uncultured,Bacteria;Fusobacteriota;Fusobacteriia,Bacteria;Myxococcota;Polyangia,Bacteria;Myxococcota;bacteriap25,Bacteria;Nitrospirota;Nitrospiria,Bacteria;Patescibacteria;Saccharimonadia,Bacteria;Proteobacteria;Alphaproteobacteria,Bacteria;Proteobacteria;Gammaproteobacteria,Bacteria;Spirochaetota;Brachyspirae,Bacteria;Spirochaetota;Spirochaetia,Bacteria;Synergistota;Synergistia,Bacteria;Verrucomicrobiota;Lentisphaeria,Bacteria;Verrucomicrobiota;Verrucomicrobiae,Bacteria;Acidobacteriota;Subgroup 5,Bacteria;Cyanobacteria;Cyanobacteriia,Bacteria;Acidobacteriota;Subgroup 19,Bacteria;Acidobacteriota;Vicinamibacteria,Bacteria;Chloroflexi;Chloroflexia,Bacteria;Desulfobacterota;Syntrophia,Bacteria;Firmicutes;Syntrophomonadia,Bacteria;Myxococcota;Myxococcia,Bacteria;Patescibacteria;Gracilibacteria,Bacteria;Patescibacteria;Parcubacteria,Bacteria;SAR324 clade(Marine group B);uncultured delta proteobacterium,label
533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,312.0,0.0,5320.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,7411.0,0.0,0.0,0.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0
534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1186.0,0.0,20705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,8590.0,0.0,0.0,0.0,2285.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0
535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2267.0,0.0,2898.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3510.0,13184.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1
536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,5648.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,5078.0,0.0,0.0,0.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0
537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,4448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,5098.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,0.0,0.0,0.0,1.0,0.0,0.0,2
538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,470.0,0.0,6212.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,6107.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,1.0,1
539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,161.0,0.0,5941.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2661.0,11621.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3564.0,0.0,0.0,0.0,0.0,0.0,2.0,0
540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,219.0,0.0,4264.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,4939.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5791.0,0.0,0.0,0.0,0.0,0.0,0.0,1
541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,315.0,0.0,13491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,3905.0,0.0,0.0,0.0,197.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0
542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,11306.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,8199.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,686.0,0.0,0.0,0.0,0.0,0.0,1.0,0
543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,56.0,0.0,5461.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,6115.0,0.0,0.0,0.0,4529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,1.0,1
544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,664.0,0.0,7429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,6541.0,0.0,3.0,0.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,2
545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,220.0,0.0,6467.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,7032.0,0.0,0.0,0.0,1248.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6960.0,0.0,0.0,0.0,0.0,2.0,0.0,1
546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,635.0,0.0,3037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5492.0,11095.0,1.0,0.0,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,1.0,1
547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,777.0,0.0,6236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,16654.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0,0.0,0.0,0.0,0.0,0.0,0.0,4
548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,109.0,0.0,6241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,4338.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,3.0,1
549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,967.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.0,2769.0,0.0,0.0,0.0,34.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,2776.0,0.0,0.0,0.0,0.0,0.0,0.0,1
550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,4227.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,2873.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0
551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,112.0,0.0,8271.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,9784.0,0.0,0.0,0.0,2391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3170.0,0.0,0.0,0.0,0.0,0.0,0.0,1
552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,134.0,0.0,6747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,4914.0,0.0,0.0,0.0,1057.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,1
553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,65.0,0.0,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.0,10893.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4722.0,0.0,0.0,0.0,0.0,0.0,0.0,0
554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,147.0,0.0,6090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,12031.0,0.0,3.0,0.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,3309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,3657.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0
556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,419.0,0.0,15043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,12533.0,0.0,0.0,0.0,2493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,0.0,0.0,0.0,0.0,0.0,0.0,0
557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,7733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,6480.0,4.0,0.0,0.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0
558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,369.0,0.0,5741.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,6759.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2764.0,0.0,0.0,0.0,0.0,0.0,0.0,4
559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1540.0,0.0,11253.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,14536.0,50.0,0.0,0.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,1
560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,63.0,0.0,2933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.0,5588.0,0.0,0.0,0.0,7706.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,1
561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,197.0,0.0,23407.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,13709.0,0.0,0.0,0.0,3588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,128.0,0.0,0.0,0.0,0.0,0.0,38.0,1
562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,359.0,0.0,5069.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2194.0,8749.0,0.0,0.0,0.0,3514.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,1
563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,0.0,15658.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,5605.0,8.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0
564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1192.0,0.0,5812.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,11480.0,0.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,0
565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,5983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,2333.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,1.0,1
566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,3920.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,3510.0,2.0,0.0,0.0,321.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,1
567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,8850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.0,12769.0,18.0,0.0,0.0,3536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3468.0,0.0,0.0,0.0,0.0,0.0,0.0,1
568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,246.0,0.0,9731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.0,10438.0,0.0,0.0,0.0,10801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5102.0,0.0,0.0,0.0,0.0,0.0,0.0,0
569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,7140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,2596.0,0.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5209.0,0.0,0.0,0.0,0.0,0.0,4.0,0
570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,390.0,0.0,5591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,6717.0,4.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2243.0,0.0,0.0,0.0,0.0,0.0,0.0,0
571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,8637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.0,7048.0,6.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,2.0,0
572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,13399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,4427.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0
573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,55.0,0.0,5274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,2567.0,0.0,0.0,0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,0
574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,297.0,0.0,4521.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0,5330.0,1.0,0.0,0.0,1394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,0.0,1
575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,170.0,0.0,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,3325.0,0.0,1.0,0.0,1179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0
576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,0.0,3590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,3237.0,0.0,0.0,0.0,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,2
577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,536.0,0.0,4730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,7405.0,0.0,0.0,0.0,5499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3926.0,0.0,0.0,0.0,0.0,0.0,2.0,1
578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,153.0,0.0,10015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,6864.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,8.0,3727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,10148.0,0.0,0.0,0.0,10853.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,17.0,0.0,0.0,0.0,0.0,0.0,1
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,163.0,0.0,6340.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,3345.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0
581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1218.0,0.0,3814.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,7859.0,0.0,0.0,0.0,1754.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1
582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,8711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,3175.0,0.0,0.0,0.0,2296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5833.0,0.0,0.0,0.0,0.0,0.0,0.0,0
583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,0.0,8674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,4787.0,2.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,1
584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,144.0,0.0,6648.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,4992.0,9.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,1
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,467.0,0.0,17177.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4092.0,13972.0,0.0,0.0,0.0,902.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,1
586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,0.0,12350.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,8128.0,0.0,0.0,0.0,2167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,2.0,0
587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,0.0,3785.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,6102.0,0.0,0.0,0.0,2975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,1.0,1
588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,373.0,0.0,5666.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1735.0,12533.0,0.0,0.0,0.0,387.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,6.0,3
589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,569.0,0.0,8300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,9654.0,0.0,0.0,0.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0
590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,106.0,0.0,5504.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,5979.0,0.0,0.0,0.0,1140.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,1
591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,6866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,4379.0,0.0,0.0,0.0,608.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,2.0,0
592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,160.0,0.0,5472.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,5462.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0
593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,13460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,15808.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,4
594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,181.0,0.0,13376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,8156.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,1
