sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H18236,0,0,0,0,2,0,0,0,0,0,0,0,0,69,0,0,10777,0,1,0,0,0,0,0,31,0,62,0,0,0,0,0,126,0,626,0,336,2,0,0,409,161,3,137,0,0,2926,179,4175,15,78,0,9,0,0,0,143,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,38,0,0,0,0,324,5,0,0,0,0,0,0,0,0,0
H26944,0,0,0,0,1,4,1,0,1,0,2,0,0,37,0,0,3348,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,10,0,9,0,2150,6,0,0,384,157,0,6,0,0,3318,116,2010,3,16,0,0,1,0,0,525,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,21,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
H26100,0,0,0,0,0,22,0,0,1,0,0,0,0,82,0,0,9194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114,0,63,0,0,1,0,0,165,6,3,17,0,0,1606,33,1514,0,47,0,0,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,2368,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
H26059,0,0,0,0,4,1,0,0,3,0,8,0,0,581,0,0,3742,0,1,0,0,0,0,0,0,0,26,0,0,0,0,4,287,0,274,0,330,4,0,0,233,1,1,304,0,0,1686,694,3541,0,45,0,0,0,0,0,39,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,408,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0
H26074,0,0,0,0,0,0,1,0,0,0,0,0,0,134,0,0,4410,0,2,0,0,0,2,0,5,0,13,0,0,0,0,0,244,0,430,0,31,6,0,0,204,33,5,0,1,0,1805,62,2954,37,24,0,0,0,0,0,123,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,5529,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0
H26714,0,0,0,0,0,1,0,0,6,0,0,0,0,203,0,0,1054,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,129,0,316,0,0,0,0,0,7,514,1,5,2,0,3358,19,2808,0,113,0,0,0,0,0,170,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2998,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
H32775,0,0,0,0,8,0,15,0,2,0,0,0,0,637,0,0,11937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,173,0,0,4,0,0,90,14,0,35,0,0,7100,62,1783,102,30,0,0,0,0,0,3,2678,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H21541,0,0,0,0,0,0,0,0,1,0,0,0,0,225,0,0,3515,0,11,0,0,0,0,0,0,0,17,0,0,0,0,4,308,0,106,0,0,5,0,0,0,8,0,2,0,0,4578,161,1853,0,46,0,0,0,0,0,2,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H26087,0,0,0,0,3,2,2,0,2,0,0,0,0,23,0,0,3521,0,1,0,0,0,0,0,271,0,49,0,0,0,0,0,767,0,62,0,158,0,0,0,8,65,2,7,1,0,1531,28,2297,0,4,0,0,0,0,0,0,1067,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2875,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H26846,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,6661,0,0,0,0,0,0,0,4,0,65,0,0,0,0,10,44,0,38,0,0,0,0,0,494,0,2,0,1,0,951,14,1187,5,4,0,3,0,0,0,435,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,5771,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
H25811,0,0,0,0,0,0,0,0,2,0,0,0,0,66,0,0,7543,0,0,0,0,0,0,0,1,0,84,0,0,0,0,0,73,0,12,0,216,4,0,0,666,155,5,7,0,0,1872,75,2742,10,17,0,8,0,0,0,564,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,0,281,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0
H26855,0,0,0,0,0,2,1,0,0,0,0,0,0,46,0,0,4095,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,136,0,94,0,0,1,0,0,35,0,0,0,1,0,1021,40,507,0,28,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5019,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0
H18364,0,0,0,0,2,0,0,0,3,0,0,0,0,234,0,0,6824,0,0,0,0,0,0,0,8,0,200,0,0,0,0,0,262,0,38,0,0,0,0,0,174,168,4,12,0,0,1808,11,3058,3,37,0,0,0,0,0,358,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,331,0,0,0,0,1907,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H18197,0,0,0,0,1,4,0,0,0,0,0,0,0,286,0,0,8066,0,0,0,0,0,1,0,25,0,42,0,0,0,0,0,101,3,29,0,11,0,0,0,313,553,45,14,1,0,1870,48,3566,22,32,0,7,0,0,0,5,502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102,0,0,0,0,57,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0
H18254,0,0,0,0,6,4,0,0,0,0,4,0,0,1192,0,0,5811,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,885,0,132,0,0,2,0,0,367,488,3,126,1,0,4743,142,5562,2,46,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1419,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0
H25987,0,0,0,0,5,2,1,0,7,0,0,0,0,315,0,0,4451,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,355,0,128,0,1886,0,0,0,773,25,3,132,1,0,2212,5,2504,15,51,0,0,0,0,0,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1751,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0
H26589,0,0,0,0,2,1,2,0,3,0,0,0,0,524,0,0,2504,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,367,0,323,0,280,2,0,0,85,25,0,5,0,0,1671,37,2176,0,28,0,0,0,0,0,0,684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,1658,0,0,0,0,2205,0,0,0,0,0,0,0,0,0,0
H18385,0,0,0,0,11,6,0,0,0,0,0,0,0,182,0,0,8573,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1399,0,188,0,0,0,0,0,0,0,0,0,3,0,1937,7,1541,0,16,0,0,0,0,0,250,2006,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,442,0,0,0,0,1930,0,0,0,0,37,0,0,0,0,0,5,0,0,12,0
H18277,0,0,0,0,20,0,0,0,0,0,0,0,0,201,0,0,2595,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,301,0,121,0,0,0,0,0,29,408,3,0,0,1,3201,148,6878,1,32,0,0,0,0,0,0,2035,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27071,0,0,0,0,5,0,0,0,0,0,0,0,0,360,0,0,12242,0,22,0,0,0,0,0,73,0,1,0,0,0,0,0,729,0,818,0,0,5,0,0,76,2,0,0,0,0,8603,95,6425,12,150,0,0,0,0,0,0,4895,0,0,7,0,0,0,48,0,0,0,0,0,0,0,0,826,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18196,0,0,0,0,3,17,0,0,0,0,0,0,0,928,0,0,4236,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,918,0,101,0,0,0,0,0,240,91,2,15,4,0,3958,21,3223,4,212,0,0,0,0,0,41,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,131,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H26005,0,0,0,0,1,0,2,0,0,0,0,0,0,153,0,0,10009,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,277,0,0,0,0,0,0,0,0,0,0,0,3891,77,2885,0,11,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H18162,0,0,0,0,0,0,5,0,0,0,3,0,0,33,0,0,6109,0,0,0,0,0,2,0,1,0,63,0,0,0,0,0,513,0,25,0,11,10,0,1,143,23,9,5,1,0,1413,61,3347,9,21,0,1,2,0,0,369,892,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,82,0,0,0,0,339,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
H27371,0,0,0,0,0,2,0,0,2,0,0,0,0,790,0,0,12255,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,3233,0,463,0,5,0,0,0,2160,3,0,139,1,0,8225,671,5590,4,66,0,0,4,0,0,0,4644,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,45,0,0,0,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26103,0,0,0,0,21,7,13,0,0,0,1,0,0,622,0,0,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,139,0,1,0,0,0,70,1,0,26,1,0,3094,100,3270,0,21,0,0,0,0,0,1,127,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,73,0,0,0,0,1444,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
H27054,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,25,33,0,904,0,0,0,781,759,6,3,0,1,1359,32,2566,2,20,1,0,0,0,0,327,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,1,0,5,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0
H26956,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,7772,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,41,1,61,0,1,0,0,0,125,67,0,26,0,0,1497,46,1811,0,45,0,0,0,0,0,0,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,8,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0
H21547,0,0,0,0,5,0,0,0,0,0,0,0,0,420,0,0,5803,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,430,0,150,0,255,1,0,0,209,623,0,105,0,3,1684,305,2422,6,40,0,0,0,0,0,16,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,72,0,0,0,0,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
H26893,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,8711,0,0,0,0,0,0,0,0,0,36,0,0,0,0,5,42,0,100,0,0,21,0,0,0,0,0,1,0,0,1496,0,1672,0,6,0,0,0,0,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,0,5796,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
H27299,0,0,0,0,0,0,0,0,8,0,0,0,0,86,0,0,6723,0,13,7,0,0,0,0,0,0,13,0,0,0,0,0,62,0,4829,0,232,0,0,0,1683,363,3,33,0,0,4067,47,4030,13,184,0,0,0,4,0,159,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,0,0,0,0,67,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0
H34095,0,0,0,0,9,4,2,0,1,0,0,0,0,1034,0,0,7952,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2283,5,55,0,0,0,0,0,846,284,1,569,0,0,4148,81,4579,141,102,0,0,0,0,0,14,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,193,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
H28017,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,16202,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,90,0,70,0,0,0,0,0,6,58,0,14,0,0,3292,78,13838,0,23,0,0,0,0,0,236,9,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,285,0,0,0,0,1307,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H18326,0,0,0,0,10,3,0,0,0,0,0,0,0,652,0,0,6859,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,929,0,121,0,0,0,0,0,108,4,2,1,9,0,3084,57,3176,0,218,0,0,0,0,0,31,1770,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27192,0,0,0,0,3,12,1,0,4,0,25,0,0,3378,0,0,1579,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1919,0,763,0,0,0,0,0,281,233,0,10,0,0,6154,80,3920,0,66,0,0,0,0,0,0,9635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0
H27162,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,11896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,17,0,2,1,0,0,665,301,2,191,0,0,2755,61,4006,0,7,0,0,0,0,0,0,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,6,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
H27118,0,0,0,0,1,1,0,0,1,0,0,0,0,113,0,0,12454,0,0,0,0,0,0,0,40,0,13,0,0,0,0,1,115,0,50,0,0,0,0,0,67,92,20,3,0,5,2382,62,2340,8,25,0,0,2,0,0,0,5620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
H27278,0,0,0,0,3,3,0,0,2,0,0,0,0,118,0,0,11604,0,0,0,0,0,3,0,90,0,23,0,0,0,0,1,601,3,141,0,0,1,0,0,367,272,6,8,1,10,2245,48,5127,12,162,0,6,0,0,0,0,1693,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,281,0,0,0,0,291,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H18278,0,0,0,0,1,5,0,0,0,0,0,0,0,576,0,0,7286,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,1368,0,80,0,0,0,0,0,2,1,0,38,3,0,5277,48,2825,0,71,0,0,0,0,0,178,2658,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,123,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
H27385,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,14845,0,0,0,0,0,0,0,25,0,3,0,0,0,0,1,69,0,12,0,0,0,0,0,516,40,17,25,0,0,2456,190,5528,0,58,0,0,0,0,0,723,900,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,870,0,0,0,0,114,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0
H18334,0,0,0,0,3,0,0,0,2,0,0,0,0,8,0,0,5204,0,7,0,0,0,0,0,2,0,311,0,0,0,0,0,83,0,144,0,0,0,0,0,1,2,0,0,13,0,2155,1,2171,0,9,0,0,0,0,0,116,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,403,0,0,0,0,2251,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
H28999,0,0,0,0,11,86,44,0,20,0,3,0,0,1028,0,0,2676,0,19,0,0,0,0,0,5,0,36,0,0,0,0,0,818,0,173,0,2,30,0,0,1379,12,0,40,0,0,2736,301,8107,0,148,0,0,0,0,0,0,1598,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,112,0,0,0,0,1166,0,0,0,0,26,3,0,0,0,0,0,0,0,2,0
H18387,0,0,0,0,0,3,0,0,2,0,12,0,0,654,0,0,4899,0,3,0,0,0,0,0,585,0,565,0,0,0,0,0,135,0,109,0,0,4,0,0,133,129,2,91,0,0,4866,122,3714,0,48,0,0,6,0,0,52,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
H25787,0,0,0,0,5,23,1,0,0,0,0,0,0,682,0,0,6211,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,85,1,190,0,31,13,0,0,9,18,1,445,0,0,2749,226,3315,1,13,0,0,0,0,0,436,1793,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,91,0,0,0,0,699,0,0,0,0,263,0,0,3,0,0,0,0,0,0,0
H26026,0,0,0,0,4,9,4,0,0,0,0,0,0,552,0,0,1581,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,455,0,130,0,662,4,0,0,650,79,2,440,0,0,1587,101,2846,0,62,0,0,0,0,0,0,4786,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,40,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
H27417,0,0,0,0,7,1,0,0,0,0,0,0,0,284,0,0,23514,0,1,0,0,0,0,0,0,0,183,0,0,0,0,0,223,0,66,0,0,1,0,0,243,35,8,19,0,0,4405,118,13076,12,34,0,0,4,0,0,748,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,267,0,0,0,0,45,0,0,0,0,190,0,0,0,0,0,0,0,0,1,0
H27109,0,0,0,0,0,1,0,0,0,0,0,0,0,138,0,0,9174,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,383,0,15,0,11,2,0,0,181,0,7,12,4,0,3875,107,7052,31,38,3,0,0,0,0,1436,1328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,0,0,0,0,2076,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0
H26039,0,0,0,0,1,4,0,0,0,0,0,0,0,153,0,0,3551,0,41,0,0,0,0,0,6,0,14,0,0,0,0,0,40,3,92,0,1095,2,0,0,591,1252,20,10,0,0,1013,68,2172,12,12,0,2,1,0,0,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,40,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0
H27158,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,18408,0,0,0,0,0,0,0,374,0,242,0,0,0,0,0,77,7,41,0,0,0,0,0,701,14,4,1,0,1,3019,139,5720,9,37,0,6,0,0,0,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1454,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0
H25852,0,0,0,0,1,1,0,0,0,0,0,0,0,312,0,0,5320,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,190,2,15,0,142,1,0,0,356,702,16,48,0,0,1749,82,4425,6,26,1,0,0,0,0,0,837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27244,0,0,0,0,0,0,10,0,2,0,4,0,0,103,0,0,6272,0,13,0,0,0,0,0,25,0,31,0,0,0,0,0,187,5,281,0,618,0,0,0,337,285,0,3,0,0,3317,77,4735,16,96,6,0,0,0,0,596,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
H26075,0,0,0,0,0,0,1,0,3,0,0,0,0,110,0,0,6553,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,124,0,70,0,0,4,0,0,73,3,3,0,0,0,1724,47,1790,16,29,0,0,3,0,0,2,3222,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,150,0,0,0,0,7486,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
H26725,0,0,0,0,0,2,4,0,0,0,0,0,0,218,0,0,3365,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,886,0,1311,0,0,0,0,0,45,0,0,35,0,0,6534,140,763,0,46,0,0,0,0,0,434,77,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,14,0,0,0,0,42,0,0,0,0,69,6,0,0,0,0,0,0,0,0,0
H26011,0,0,0,0,2,0,25,0,3,0,0,0,0,404,0,0,12331,0,25,0,0,0,0,0,0,0,208,0,0,0,0,0,714,0,211,0,0,0,0,0,18,59,0,12,0,0,3839,122,4061,0,37,0,0,0,0,0,206,1102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,114,0,0,0,0,242,0,0,0,29,54,139,16,0,0,0,0,0,0,0,0
H25898,0,0,0,1,5,0,0,0,0,0,2,0,0,135,0,0,9619,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,64,0,113,0,1,0,0,0,173,58,8,152,0,0,3483,89,3847,10,198,0,16,0,0,0,108,3,10,6,0,0,0,0,0,0,0,0,0,3,0,0,0,35,0,0,0,0,758,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0
H18151,0,0,0,0,3,2,0,0,1,0,6,0,0,386,0,0,2095,0,3,0,0,0,0,0,9,0,726,0,0,0,0,0,248,0,508,0,75,7,0,0,50,37,0,4,0,0,2367,285,2477,0,106,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,11937,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
H30960,0,0,0,0,3,3,0,0,1,0,0,0,0,101,0,0,5983,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,179,32,23,0,545,2,0,0,313,615,2,10,0,0,1046,147,3482,27,8,0,2,0,0,0,0,1666,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,140,0,0,0,0,1909,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0
