sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Acidobacteriota;Subgroup 19;uncultured bacterium,Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales,Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Desulfobacterota;Syntrophia;Syntrophales,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Acholeplasmatales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;Mycoplasmatales,Bacteria;Firmicutes;Bacilli;Paenibacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Haliangiales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1),Bacteria;Patescibacteria;Parcubacteria;uncultured bacterium,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H21565,0,0,0,0,0,0,3,6,0,0,0,0,1,0,0,252,0,0,7448,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,432,0,75,0,0,0,1,0,0,124,884,0,14,0,0,2621,631,4003,1,105,0,0,0,0,0,4,1251,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,0,0,0,0,17,0,0,0,0,539,1,0,0,0,0,0,0,0,0,0
H18145,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,524,0,0,2842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,1237,0,286,0,0,0,2,0,0,73,30,56,22,0,0,1714,8,1873,36,11,0,0,0,0,0,294,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,108,0,0,0,0,129,19,0,0,0,0,0,0,0,0,1
H27074,0,0,0,0,0,0,17,1,0,0,2,0,0,0,0,224,0,0,10512,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,97,0,0,0,0,0,0,0,888,0,86,0,0,5,0,0,0,274,210,0,0,0,0,2894,32,5283,0,11,0,0,0,0,0,15,1188,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,305,0,0,0,0,82,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0
H27218,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,89,0,0,8202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,413,0,227,0,0,0,0,0,0,54,1,0,1,0,0,4004,1,2327,0,54,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1898,0,0,0,0,3435,0,0,0,0,8,37,0,0,0,0,0,0,0,0,0
H26835,0,0,0,0,0,0,6,1,13,0,0,0,0,0,0,245,0,0,3072,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,3,331,0,117,0,0,0,0,0,0,44,2,0,2,6,0,1200,6,1053,0,14,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26091,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,279,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,795,0,25,0,0,0,1,0,0,10,343,3,1,0,0,3039,599,2055,0,10,0,0,0,0,0,166,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,23,0
H26700,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,9791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,40,0,0,0,0,0,0,65,2148,0,7,0,0,7752,91,2390,0,8,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
H31020,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,688,0,0,9836,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,455,0,324,0,0,0,3,0,0,104,0,1,26,0,0,3353,44,2350,0,36,0,0,0,0,0,56,542,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,165,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0
H25794,0,0,0,0,0,0,5,11,0,0,1,0,31,0,0,337,0,0,7388,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,358,0,142,0,0,481,6,0,0,605,147,2,74,0,0,2201,50,3631,0,27,0,0,0,0,0,21,562,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,34,0,0,0,0,1672,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0
H28036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,0,19043,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,23,0,0,0,0,0,0,0,299,0,16,0,0,217,0,0,0,93,3305,2,7,0,0,5282,119,5687,32,23,0,2,0,0,0,0,3510,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1882,0,0,0,0,14,0,0,0,0,252,0,0,0,0,0,0,0,0,0,1
H27894,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,138,0,0,947,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,173,13,54,0,0,0,5,0,0,188,279,9,7,1,0,1018,22,5778,4,16,0,0,0,0,0,643,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H18136,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,44,0,0,7482,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,1,351,0,69,0,0,0,1,0,0,69,0,2,23,9,0,1326,97,1543,0,214,0,0,1,0,0,4,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,1801,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1
H26870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,46,0,0,0,0,0,0,0,43,0,3,0,0,62,0,0,0,36,194,3,1,0,0,745,30,2361,2,11,0,0,0,0,0,0,311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,1,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27279,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,293,0,0,1558,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,92,0,70,0,0,0,0,0,0,66,784,1,38,0,0,3304,103,15116,0,64,0,1,0,0,0,174,5561,0,0,0,0,15,0,0,5,0,0,8,0,0,0,0,0,0,0,0,54,0,0,0,0,2714,0,0,0,0,385,2,0,0,0,0,0,0,0,0,0
H27325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,7741,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,165,0,73,0,0,576,0,0,0,139,593,198,5,0,2,2144,56,6427,30,47,0,0,0,0,0,1,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,1,0,49,0,0,0,0,20,0,0,0,0,0,25,0,0,0,1
H26557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,6725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,95,0,0,60,1,0,0,102,68,16,0,0,0,1766,24,4600,2,5,0,0,0,0,0,0,1363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
H25795,0,0,0,0,0,0,2,4,0,0,10,0,0,0,0,146,0,0,9602,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,356,0,0,0,0,0,0,0,255,43,85,0,0,349,0,0,0,1520,793,17,60,0,1,2903,50,5034,34,53,0,4,6,0,0,959,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,71,0,0,0,0,6,5,0,0,0,0,0,0,3,1,1
H28996,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,268,0,0,7817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1089,0,30,0,0,1068,0,0,0,100,69,7,44,0,0,2210,38,3207,31,42,0,0,0,0,0,386,2274,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,138,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,143,0,0,12735,0,0,0,0,0,0,0,0,13,0,0,0,0,67,0,24,0,0,0,0,0,0,0,492,0,41,0,0,941,0,0,0,1044,1523,15,4,1,1,3751,51,5066,11,73,0,0,0,0,0,0,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,454,0,0,0,0,214,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1
H25973,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,555,0,0,6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,247,0,59,0,0,1756,2,0,0,329,563,62,11,1,6,1934,46,3444,34,63,0,0,0,0,0,226,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,45,0,0,0,0,3,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0
H25972,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,129,0,0,7186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,46,0,665,0,0,0,14,0,0,193,528,1,27,1,0,3778,97,7494,0,316,0,0,0,0,0,0,4943,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,44,0,0,0,0,47,0,0,0,0,1,302,0,0,0,0,0,0,0,0,0
H25937,0,0,0,0,0,0,1,15,0,0,5,0,4,0,0,275,0,0,16927,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,139,0,0,0,0,0,0,0,447,0,34,0,0,1,0,0,0,302,258,0,0,0,0,6957,35,9515,0,12,0,0,0,0,0,161,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,42,0,0,0,0,43,0,0,0,0,141,1,0,0,0,0,0,0,0,0,1
H28005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,5553,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,7,0,0,0,0,0,0,0,63,728,0,0,0,542,0,0,0,710,4299,2454,798,0,63,316,5,1931,4,6,0,0,1,0,2,78,554,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,408,0,0,0,0,3,0,0,0,0,0,4,10,69,0,1
H25744,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,432,0,0,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,89,0,150,0,0,1,1,0,0,84,0,0,0,5,0,1843,21,1885,0,3,0,0,0,0,0,0,7856,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1849,0,0,0,0,3410,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
H27439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,11127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,142,3,13,0,0,0,0,0,0,588,218,25,2,0,0,2273,100,7028,42,55,0,13,0,0,0,1041,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,1302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
H25736,0,0,0,0,0,0,23,42,2,0,0,0,50,0,0,1114,0,0,4946,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,59,0,0,0,0,0,0,0,1059,0,414,0,0,0,6,0,0,72,0,1,3,2,0,1755,4,2012,3,949,0,0,0,0,0,399,172,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,992,0,0,0,0,21,0,0,0,0,0,0,0,0,3,1
H18256,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,306,0,0,9930,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,545,94,78,0,0,4,2,0,0,80,522,15,9,0,2,3758,81,4391,19,45,0,1,2,0,0,180,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,0,0,0,0,42,0,0,0,0,117,0,0,0,0,0,0,2,0,0,0
H30956,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,17,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,494,0,6463,0,0,0,0,0,0,148,578,4,34,0,0,718,188,1027,0,18,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,7,0,21204,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
H32772,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,493,0,0,11949,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,228,0,0,0,0,0,0,0,427,78,14,0,0,60,0,0,0,426,305,15,28,0,0,1568,8,4688,15,116,0,0,0,0,0,779,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
H27233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329,0,0,13049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,61,0,83,0,0,0,0,0,0,100,161,6,96,0,0,2886,199,4541,31,40,0,0,1,0,0,0,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,1193,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0
H26860,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,7835,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,1,0,0,0,0,2,5,2,0,0,528,27,1266,0,22,0,0,0,0,0,370,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,783,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
H26587,0,0,0,0,0,0,2,7,1,0,0,0,2,0,0,165,0,0,2933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,161,0,62,0,0,8,0,0,0,370,281,2,75,0,0,931,55,1843,9,36,0,1,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,67,0,0,0,0,1850,0,0,0,0,48,14,0,0,0,0,0,0,0,3,0
H18186,0,0,0,0,0,0,13,0,0,0,4,0,1,0,0,343,0,0,4379,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,117,0,0,0,0,0,0,0,328,0,59,0,0,0,1,0,0,32,601,0,0,0,0,4185,419,3147,0,20,0,0,0,0,0,0,153,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,230,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H27148,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,178,0,0,12707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,100,0,30,0,0,1,0,0,0,67,0,1,25,0,0,3619,138,2639,0,14,0,0,0,0,0,0,5798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,89,254,0,0,0,0,0,0,0,0,0
H26903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,6449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32,0,54,0,0,0,2,0,0,17,0,0,8,0,0,1245,87,2463,0,3,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,35,0,0,0,0,232,0,0,0,0,0,0,0,0,0,1
H27278,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,118,0,0,11604,0,0,0,0,0,0,0,0,3,0,0,0,0,90,0,23,0,0,0,0,0,0,1,601,3,141,0,0,0,1,0,0,367,272,6,8,1,10,2245,48,5127,12,162,0,6,0,0,0,0,1693,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,281,0,0,0,0,291,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
H26718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115,0,0,5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,84,0,26,0,0,0,0,0,0,267,716,17,28,0,0,1489,847,2195,1,68,0,0,0,0,0,294,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,1,0,30,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0
H25751,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,324,0,0,10561,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,27,0,0,0,3,0,0,55,0,0,1,0,0,3015,17,3723,0,50,0,0,0,0,0,987,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26944,0,0,0,0,0,0,1,4,1,0,1,0,2,0,0,37,0,0,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,10,0,9,0,0,2150,6,0,0,384,157,0,6,0,0,3318,116,2010,3,16,0,0,1,0,0,525,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,21,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
H27385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,14845,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,1,69,0,12,0,0,0,0,0,0,516,40,17,25,0,0,2456,190,5528,0,58,0,0,0,0,0,723,900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,870,0,0,0,0,114,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0
H26088,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,26,0,0,7274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,135,0,22,0,0,1,0,0,0,9,254,0,18,1,0,2742,50,2458,0,3,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,48,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1
H25882,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,47,0,0,3448,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,206,0,344,0,0,0,3,0,0,2,1,0,2,0,0,6789,69,2540,0,31,0,0,0,0,0,0,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,134,0,0,0,0,1529,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
H27907,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,78,0,0,8883,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,9,0,0,46,10,0,0,0,939,0,0,0,1021,1903,61,13,5,27,1414,311,7036,51,125,0,16,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H31095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,138,0,45,0,0,72,0,0,0,0,107,0,0,0,0,665,17,3493,0,3,0,0,0,0,0,742,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,0,0,0,0,21,0,0,0,0,106,0,0,0,0,0,0,0,0,0,1
H27075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,0,0,9862,0,0,5,0,0,0,0,0,0,0,0,0,0,204,0,104,0,0,0,0,0,0,0,309,4,10,0,0,473,1,0,0,222,1036,11,5,0,0,2598,26,3038,11,42,0,1,2,0,0,1083,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27239,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,280,0,0,7811,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,254,0,0,0,0,0,0,0,138,0,43,0,0,924,0,0,0,400,1839,7,447,0,0,3106,307,4960,32,18,0,0,0,0,0,176,1204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,505,0,0,0,0,2407,0,0,0,0,270,0,0,0,0,0,0,0,0,1,1
